registration_no,name,company_name,country,region,city,address,latitude,longitude,geocode_confidence,geocode_formatted,primary_species,products,email,phone,website,status,verified,verification_level,admin_notes
GU1/ME/303/16,NEW BHARAT FOODS (MPEDA #GU1/ME/303/16),NEW BHARAT FOODS,India,Gujarat,VERAVAL,"AL NISAR, B/H SOMNATH TALKIES KOUSAR COLONY, VERAVAL 362265 Gujarat",20.9101099,70.365279,3,"Veraval, Patan Veraval Taluka, India",,,nbfoods2014@gmail.com,9228116092,,approved,true,documentation_verified,MPEDA registered exporter #GU1/ME/303/16.
GU1/ME/423/25,NEW LAIBA MARINE IMPEX (MPEDA #GU1/ME/423/25),NEW LAIBA MARINE IMPEX,India,Gujarat,GIR SOMNATH,"R.S. NO.1021 PLOT NO.11 PAIKI MIDDAL SIDE, GARBI CHOWK HARSIDHDHI SOCIETY,VERAVAL, GIR SOMNATH,GUJARAT 362265 Gujarat",20.9298181,70.7627578,1,"Gir Somnath, India",,,newlaibamarineimpex@gmail.com,9274968897,,approved,true,documentation_verified,MPEDA registered exporter #GU1/ME/423/25.
GU1/ME/392/22,QUALITY EXPORT (MPEDA #GU1/ME/392/22),QUALITY EXPORT,India,Gujarat,GIR SOMNATH,"PLOT NO.103/1,G.I.D.C Estate, VERAVAL, GIR SOMNATH, 362269 Gujarat",22.06655,71.36747,9,"Somnāth, Rājkot, India",,,Qualityexportvrl@gmail.com,9978062099,,approved,true,documentation_verified,MPEDA registered exporter #GU1/ME/392/22.
GU1/ME/008/04,REGENT MARINE INDUSTRIES (MPEDA #GU1/ME/008/04),REGENT MARINE INDUSTRIES,India,Gujarat,Veraval,"Patan Road, Opp. Taj Restaurant, GIDC,Veraval 362269 Gujarat",22.3901,71.6068,7,"362269, Gujarat, India",Croaker|Cuttlefish|Mackerel|Octopus|Reef Cod|Ribbon Fish|Shrimp|Sole|Squid,"Frozen:Fish Wild(Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN CROAKER,,FROZEN YELLOW CROAKER,FROZEN SILVER CROAKER,FROZEN REEF COD WHOLE,FROZEN INDIAN MACKEREL,FROZEN SOLE FISH,FROZEN HORSE MACKEREL,FROZEN BLACK SEABREAM,FROZEN GROPUER WHOLE ROUND),Frozen:Cuttlefish(FROZEN CUTTLE FISH, IQF,FROZEN CUTTLEFISH WHOLE CLEANED IQF,FROZEN SQUID WHOLE IQF,FROZEN BABY SQUID IQF,FROZEN SQUID TUBE & TENTACLES IQF,FROZEN SHRIMPS/HLSO/PUD/PD/PDTO)IQF,Frozen:Octopus(FROZEN BABY OCTOPUS WHOLE,,FROZEN OCTOPUS WHOLE (LONG LEG),BLOCK,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS WHOLE CLEANED (TRAY PACK))IQF)",regentvrl@gmail.com,02876231166,,approved,true,documentation_verified,"MPEDA registered exporter #GU1/ME/008/04. Products: Frozen:Fish Wild(Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN CROAKER,,FROZEN YELLOW CROAKER,FROZEN SILVER CROAKER,FROZEN REEF COD WHOLE,FROZEN INDIAN M...."
GU1/ME/425/25,SEA WORLD EXPORT (MPEDA #GU1/ME/425/25),SEA WORLD EXPORT,India,Gujarat,BUILDING: MAA COMPLEX STREET:GIDC PRABHAS PATAN ROAD VERAVAL,"FLOOR NO.:GF SHOP NO.6B CITY SURVEY BL G NO 71 PLOT NO 14, BUILDING: MAA COMPLEX STREET:GIDC PRABHAS PATAN ROAD VERAVAL 362269 Gujarat",20.9077,70.36786,7,"Verāval, Jūnāgadh, India",,,seaworld.docs2022@gmail.com,9228727007,,approved,true,documentation_verified,MPEDA registered exporter #GU1/ME/425/25.
GU1/ME/332/18,SEASTAR MARINE IMPEX (MPEDA #GU1/ME/332/18),SEASTAR MARINE IMPEX,India,Gujarat,VERAVAL,"PLOT NO.13 TO 16,SURVEY NO.1787/1-5, NEAR G.I.D.C. AREA, VERAVAL 362269 Gujarat",20.9101099,70.365279,3,"Veraval, Patan Veraval Taluka, India",Bombay Duck|Croaker|Cuttlefish|Hilsa|Mackerel|Reef Cod|Ribbon Fish|Seer Fish|Sole|Squid|Threadfin|Tuna,"Frozen:Fish Wild((FROZEN RIBBON FISH, FROZEN SOLE FISH,FROZEN SILVER CROKAER,FROZEN YELLOW CROAKER,FROZEN CROAKER FISH, FROZEN BIG MOUTH CROAKER,FROZEN TIGERN TOOTH CROAKER,FROZEN LEATHER JACKET FISH, FROZEN LEATHER JACKET,FROZEN INDIAN MACKEREL,FROZEN HORSE MACKEREL,FROZEN CAT FISH WHOLE,FROZEN LIZARD FISH,FROZEN REEF COD WHOLE,FROZEN STING RAY WHOLE,FROZEN HILSA FISH, FROZEN SEER FISH,FROZEN BARRACUDA,FROZEN BOMBAY DUCK,,FROZEN SKIP JACK TUNA,FROZEN YELLOW FIN TUNA,FROZEN JAPANESE THREADFIN BREAM,FROZEN BLACK SEA BREAM,FROZEN QUEEN FISH,FROZEN LEATHER SKIN,FROZEN EEL FISH, FROZEN YELLOW TAIL SCAD) Frozen:Cuttlefish(FROZEN CUTTLE FISH) Frozen:Squid(FROZEN SQUID WHOLE)",seastarmi2018@gmail.com,8980030222,,approved,true,documentation_verified,"MPEDA registered exporter #GU1/ME/332/18. Products: Frozen:Fish Wild((FROZEN RIBBON FISH, FROZEN SOLE FISH,FROZEN SILVER CROKAER,FROZEN YELLOW CROAKER,FROZEN CROAKER FISH, FROZEN BIG MOUTH CROAKER,FROZE...."
GU1/ME/214/12,SHAFI MARINE (MPEDA #GU1/ME/214/12),SHAFI MARINE,India,Gujarat,Veraval,"Kaushar Colony, Street No 2, Talala Road, Veraval, Gujarat 362265 Gujarat",20.9077,70.3679,7,"362265, Gujarat, India",Croaker|Cuttlefish|Mackerel|Octopus|Pomfret|Reef Cod|Ribbon Fish|Snapper|Sole|Squid|Tuna,"Frozen:Squid(FROZEN CUTTLEFISH WHOLE/ WHOLE CLEANED ,,FROZEN SQUID WHOLE / WHOLE CLEANED ,,FROZEN KING FISH,,FROZEN CORVINA,,FROZEN CROAKER FISH ,,FROZEN RIBBON FISH,,FROZEN LEATHER JACKET,FROZEN INDIAN MACKEREL ,,FROZEN STING RAY ,,FROZEN HORSE MACKEREL,,FROZEN EEL FISH,,FROZEN REEF COD,,FROZEN MAHI MAHI ,,FROZEN YELLOW TAIL SCAD,FROZEN JTB ,,FROZEN LEATHER SKIN,FROZEN SNAPPER,FROZEN SOLE FISH,,FROZEN POMFRET,,FROZEN OCTOPUS,,FROZEN TUNA ,)",shafimarine@gmail.com,09228359340,www.shafimarine.com,approved,true,documentation_verified,"MPEDA registered exporter #GU1/ME/214/12. Products: Frozen:Squid(FROZEN CUTTLEFISH WHOLE/ WHOLE CLEANED ,,FROZEN SQUID WHOLE / WHOLE CLEANED ,,FROZEN KING FISH,,FROZEN CORVINA,,FROZEN CROAKER FISH ,,FRO...."
GU1/ME/411/24,SHREE BHAVANI EXPORTS (MPEDA #GU1/ME/411/24),SHREE BHAVANI EXPORTS,India,Gujarat,OPP. PGVCL OFFICE VERAVAL,"PRAKASH COMPLEX STREET NO. 05, OPP. PGVCL OFFICE VERAVAL 362265 Gujarat",20.9077,70.3679,7,"362265, Gujarat, India",,,shreebhavaniexport17@gmail.com,8732959999,,approved,true,documentation_verified,MPEDA registered exporter #GU1/ME/411/24.
GU1/ME/427/25,TAIBA EXPORTS (MPEDA #GU1/ME/427/25),TAIBA EXPORTS,India,Gujarat,VERAVAL,"PLOT NO. 710 GIDC ESTATE, VERAVAL 362269 Gujarat",22.3901,71.6068,7,"362269, Gujarat, India",,,taibaexports2025@gmail.com,8469999191,,approved,true,documentation_verified,MPEDA registered exporter #GU1/ME/427/25.
GU1/MT/401/23,AALIYA FOODS (MPEDA #GU1/MT/401/23),AALIYA FOODS,India,Gujarat,VERAVAL,"PLOT NO. 713, GIDC AREA, OPP. MAMTA COLD STORAGE, VERAVAL Gujarat",20.9077,70.36786,7,"Verāval, Jūnāgadh, India",,,aaliyafoods07@gmail.com,7046885286,-,approved,true,documentation_verified,MPEDA registered exporter #GU1/MT/401/23.
GU1/MT/198/11,ASHAGANGA EXPORTS (MPEDA #GU1/MT/198/11),ASHAGANGA EXPORTS,India,Gujarat,G.I.D.C. ESTATE VERAVAL,"PLOT NO.310/B, G.I.D.C. ESTATE VERAVAL 362269 Gujarat",22.3901,71.6068,7,"362269, Gujarat, India",Bombay Duck|Crab|Croaker|Cuttlefish|Hilsa|Lobster|Mackerel|Octopus|Pomfret|Reef Cod|Ribbon Fish|Sardine|Seer Fish|Shrimp|Snapper|Sole|Squid|Threadfin|Tuna,"Frozen:Fish Wild(Ribbon Fish,Croaker Fish,Leather Jacket,Sole Fish,Silver Pomfret,Chinese Pomfret,Black Pomfret,Eel Fish,Lizard Fish,Horse Mackerel,Yellow Fin Tuna,Bonito Tuna,Skip Jack Tuna,Long Tail Tuna,Mahi Mahi Fish,Barracuda Fish,King Fish,Pink Snapper,JapaneseThreadfinBream,Reef Cod,Sting Ray,Seer Fish,Little Tunny,Bull Eye,Big Eye Tuna,Snapper fish,Tigertooth Croaker,Black Sea Brem,Yellow Tail Scad,Indian Oil Sardine,Hilsa Fish,Halibut,Bombay Duck,Conger Eel,Mahi mahi) Frozen:Shrimp Wild((PUD, P & D, Head on, Headless, HL/TL)) Frozen:Shrimp Aquaculture((PUD, Whole, P & D, Head on, Headless, HL/TL)) Frozen:Cuttlefish((Whole, Whole cleaned, Fillets, Strips, Tentacles)) Frozen:Squid(Whole, Whole cleaned, Tubes, Fillets,,Strips, Ring,SquidTentacles, Squid Wings) Frozen:Octopus((Whole, Whole cleaned, Gutted, Chopped)) Frozen:Lobster(RAW ROCK LOBSTER,SAND LOBSTER) Frozen:Crab(MUD CRAB,SEA CRAB)",ashagangaexports@gmail.com,02876231165,,approved,true,documentation_verified,"MPEDA registered exporter #GU1/MT/198/11. Products: Frozen:Fish Wild(Ribbon Fish,Croaker Fish,Leather Jacket,Sole Fish,Silver Pomfret,Chinese Pomfret,Black Pomfret,Eel Fish,Lizard Fish,Horse Mackerel,Ye...."
GU1/MT/373/20,ATLANTIC MARINE PRODUCTS PRIVATE LIMITED (MPEDA #GU1/MT/373/20),ATLANTIC MARINE PRODUCTS PRIVATE LIMITED,India,Gujarat,MITIYALA JAFRABAD,"SURVEY No.224/1, PLOT No.3 JAFRABAD ROAD, MITIYALA JAFRABAD 365540 Gujarat",23.0,71.75,1,"Gujarat, India",Shrimp,"Others-Non Edible:Fish Meals (Non-Edible)(Shrimp Meal,Fish Soluble Paste,Fish Powder,Fish Oil)",atlanticmarineproducts@yahoo.com,9904583366,,approved,true,documentation_verified,"MPEDA registered exporter #GU1/MT/373/20. Products: Others-Non Edible:Fish Meals (Non-Edible)(Shrimp Meal,Fish Soluble Paste,Fish Powder,Fish Oil)."
GU1/MT/041/05,BILAL FISH SUPPLIERS (MPEDA #GU1/MT/041/05),BILAL FISH SUPPLIERS,India,Gujarat,Veraval,"Plot No.802/2, GIDC Estate, Veraval 362269 Gujarat",22.3901,71.6068,7,"362269, Gujarat, India",Bombay Duck|Croaker|Mackerel|Reef Cod|Ribbon Fish|Sole|Squid,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN YELLOW CROAKER WHOLE ROUND,FROZEN SILVER CROAKER WHOLE ROUND,FROZEN INDIAN MACKEREL,FROZEN REEF COD,FROZEN LEATHER JAKET,FROZEN BULL EYE,FROZEN SOLE FISH,FROZEN BOMBAY DUCK,FROZEN SQUID WHOLE,FROZEN CUTTLE FISH WHOLE ROUND)",bilalfs@rediffmail.com,02876-645359,,approved,true,documentation_verified,"MPEDA registered exporter #GU1/MT/041/05. Products: Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN YELLOW CROAKER WHOLE ROUND,FROZEN SILVER CROAKER WHOLE ROUND,FROZEN INDIAN MACKEREL,FROZEN REEF COD,FROZEN ...."
GU1/MT/036/05,DEEPMALA MARINE EXPORTS (MPEDA #GU1/MT/036/05),DEEPMALA MARINE EXPORTS,India,Gujarat,Veraval,"Nr. Fisheries Terminal Gate, Bhidiya Plot, Veraval 362267 Gujarat",20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Croaker|Hilsa|Mackerel|Octopus|Pomfret|Reef Cod|Ribbon Fish|Seer Fish|Shrimp|Snapper|Sole|Squid|Tuna,"Frozen:Fish Wild(FROZEN RIBBON FISH WHOLE,FROZEN CROAKER FISH (SILVER/YELLOW),FROZEN TT AND BMC CROAKER WHOLE,FROZEN REEF COD WHOLE,FROZEN SKIP JACK/YELLOW FIN/LONG TAIL TUNA WHOLE,FROZEN REEF COD GUTTED/FILLETS,FROZEN LEATHER JACKET WHOLE AND HL TL FL GUTTED,FROZEN SEER FISH,FROZEN SILVER/BLACK/CHINESE POMFRET WHOLE,FROZEN SOLE FISH,FROZEN SCADE FISH,FROZEN INDIAN/HORSE MACKEREL WHOLE,FROZEN BLACK SEA BREAM WHOLE,FROZEN RED SNAPPER WHOLE,FROZEN WHITE SNAPPER WHOLE,FROZEN HILSA FISH,FROZEN KING FISH WHOLE AND HEAD ON GUTTED,FROZEN KATTI FISH,FROZEN EMPEROR WHOLE & GUTTED,FROZEN BARRACUDA WHOLE,FROZEN STING RAY WHOLE,FROZEN MAHI MAHI WHOLE/GUTTED/FILLETS,FROZEN EEL FISH WHOLE/GUTTED,FROZEN BLACK KING FISH,FROZEN MAHI MAHI ROE,FROZEN SQUID WHOLE (IF-BLOCK),FROZEN CUTTLE FISH (IF-BLOCK),FROZEN OCTOPUS WHOLE (IF-BLOCK),FROZEN RAW SHRIMPS (PD-PUD-HON-IF-BLOCK))",deepmalamarine@gmail.com,02876231840,,approved,true,documentation_verified,"MPEDA registered exporter #GU1/MT/036/05. Products: Frozen:Fish Wild(FROZEN RIBBON FISH WHOLE,FROZEN CROAKER FISH (SILVER/YELLOW),FROZEN TT AND BMC CROAKER WHOLE,FROZEN REEF COD WHOLE,FROZEN SKIP JACK/Y...."
GU1/MT/378/21,DHARMIKA MARINE EXPORTS (MPEDA #GU1/MT/378/21),DHARMIKA MARINE EXPORTS,India,Gujarat,VERAVAL,"PLOT NO. 105/1 GIDC ESTATE SOMNATH ROAD, VERAVAL 362269 Gujarat",20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Cuttlefish|Octopus|Shrimp|Squid|Tuna,"Frozen:Fish Wild(LIZARD FISH,EEL FISH,STINGRAY FISH,BONITO TUNA,SCAD FISH,MOON FISH,KAWA KAWA FISH, CAT FISH SHAD FISH, LEATHER SKIN,,WHITE SHAD FISH,CAT FISH WHOLE, YELLOW TAIL SCAD) Frozen:Shrimp Wild(HEAD ON, HEADLESS, PD & PUD) Frozen:Cuttlefish(WHOLE, WHOLE CLEANED) Frozen:Squid(WHOLE, WHOLE CLEANED) Frozen:Octopus(WHOLE,WHOLE CLEANED)",dharmikamarine@gmail.com,9227211137,-,approved,true,documentation_verified,"MPEDA registered exporter #GU1/MT/378/21. Products: Frozen:Fish Wild(LIZARD FISH,EEL FISH,STINGRAY FISH,BONITO TUNA,SCAD FISH,MOON FISH,KAWA KAWA FISH, CAT FISH SHAD FISH, LEATHER SKIN,,WHITE SHAD FISH,...."
GU1/MT/228/13,"FAVOURITE EXPORTS, (MPEDA #GU1/MT/228/13)","FAVOURITE EXPORTS,",India,Gujarat,VERAVAL,"Plot No.611 GIDC Area, VERAVAL 362265 Gujarat",20.9077,70.3679,7,"362265, Gujarat, India",Bombay Duck|Croaker|Cuttlefish|Mackerel|Pomfret|Ribbon Fish|Seer Fish|Sole|Squid|Tuna,"Frozen:Fish Wild(RIBBON FISH,SILVER CROAKER,YELLOW CROAKER,LEATHER JACKET FISH - HGT/WHOLE,REEFCOD WHOLE / HGT,INDIAN MACKEREL,HORSE MACKEREL,SOLE FISH,SPANISH MACKEREL / SEER FISH,LIZARD FISH,SQUID,CUTTLEFISH,BABY CUTTLEFISH,SILVER POMFRET,BLACK POMFRET,YELLOW FIN TUNA,SKIB JACK TUNA,BIG MOUTH CROAKER,BOMBAY DUCK,CAT FISH,EEL FISH,SEA BREAM,DORAB,BULL EYE,BARACUDA,KATTI FISH)",favouritexports@gmail.com,9898622015,nil,approved,true,documentation_verified,"MPEDA registered exporter #GU1/MT/228/13. Products: Frozen:Fish Wild(RIBBON FISH,SILVER CROAKER,YELLOW CROAKER,LEATHER JACKET FISH - HGT/WHOLE,REEFCOD WHOLE / HGT,INDIAN MACKEREL,HORSE MACKEREL,SOLE FIS...."
GU1/MT/136/08,J J SEA FOODS (MPEDA #GU1/MT/136/08),J J SEA FOODS,India,Gujarat,Mangrol,"Bara Road, Mangrol 362225 Gujarat",20.0861,76.5196,7,"362225, Gujarat, India",Cuttlefish|Pomfret|Shrimp|Squid,"Frozen:Shrimp Wild(FROZEN HEAD ON SHELL ON SHRIMPS BLOCK,FROZEN HEAD ON SHELL ON SHRIMPS IQF,FROZEN HEADLESS SHRIMPS BLOCK,FROZEN HEADLESS SHRIMPS RAW IQF,FROZEN HEADLESS SHRIMPS BLANCHED IQF,FROZEN PEELED UN DEVEINED SHRIMPS RAW IQF,FROZEN PEELED UN DEVEINED SHRIMPS BLANCHED IQF,FROZEN PEELED UN DEVEINED SHRIMPS COOKED IQF,FROZEN PEELED DEVEINED SHRIMPS BLOCK,FROZEN PEELED DEVEINED SHRIMPS RAW IQF,FROZEN PEELED DEVEINED SHRIMPS BLANCHED IQF,FROZEN PEELED DEVEINED SHRIMPS COOKED IQF) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE CLEANED IQF,FROZEN CUTTLEFISH WHOLE BLOCK,FROZEN CUTTLEFISH WHOLE CLEANED IQF VACUUM PACKED,FROZEN CUTTLEFISH FILLETS IQF,FROZEN CUTTLEFISH FILLETS IQF,FROZEN CUTTLEFISH WHOLE IQF,FROZEN CUTTLEFISH WHOLE CLEANED BLANCHED IQF,FROZEN CUTTLEFISH WHOLE CLEANED COOKED IQF,FROZEN CUTTLEFISH WHOLE CLEANED (TRAY PACK),FROZEN CUTTLEFISH STRIPS BLANCHED IQF,FROZEN CUTTLEFISH STRIPS RAW IQF,FROZEN CUTTLEFISH TENTACLES RAW IQF,FROZEN CUTTLEFISH STRIPS COOKED IQF,FROZEN CUTTLEFISH TENTACLES COOKED IQF,FROZEN CUTTLEFISH ROE IQF,FROZEN CUTTLEFISH WHOLE CLEANED BLOCK,FROZEN CUTTLEFISH WHOLE CLEANED SHRINK PACK,FROZEN CUTTLEFISH STRIPS & TENTACLES BLANCHED IQF,FROZEN CUTTLEFISH SKEWERS IQF,FROZEN CUTTLEFISH TENTACLES BLANCHED IQF) Frozen:Squid(FROZEN SQUID WHOLE BLOCK,FROZEN SQUID WHOLE BLOCK (VACCUME) PACKED),FROZEN SQUID WHOLE TRAY PACK,FROZEN SQUID WHOLE IQF,FROZEN SQUID SKIN ON RINGS RAW IQF,FROZEN SQUID RINGS BLANCHED IQF,FROZNED SQUID RINGS COOKED IQF,FROZEN SQUID WHOLE CLEANED IQF,FROZEN SQUID WHOLE CLEANED (VACCUME PACKED),FROZEN SQUID WHOLE CLEANED BLOCK,FROZEN SQUID WHOLE CLEANED (TRAY PACK),FROZEN SQUID WHOLE CLEANED TRAY PACK(VACCUME PACK),FROIZEN SQUID WHOLE CLEANED BLANCHED IQF,FROZEN STUFFED SQUID IQF,FROZEN CUT SQUID SKIN ON IQF,FROZEN CUT SQUID SKINLESS IQF,FROZEN SQUID TENTACLES BLOCK,FROZEN SQUID WHOLE CLEANED (BUTTERFLY) BLOCK,FROZEN SQUID RINGS+TENTACLES TRAY PACK,FROZEN SQUID TENTACLES RAW IQF,FROZEN SQUID TENTACLES BLANCHED IQF,FROZEN SQUID TENTACLES COOKED IQF,FROZEN SQUID TUBES BLOCK,FROZEN SQUID TUBES RAW IQF,FROZEN SQUID TUBES BLANCHED IQF,FROZEN SQUID TUBES COOKED IQF,FROZEN SQUID WHOLE CLEANED (BUTTERFLY) IQF,FROZEN SKEWERS IQF,FROZEN SEAFOOD MIX IQF,FROZEN SEAFOOD MIX BLANCHED IQF) Chilled:Fish Wild(FRESH & CHILLED POMFRET WHOLE,FRESH & CHILLED FISH WHOLE) Chilled:Shrimp Wild(RAW FRESH & CHILLED PUD SHRIMPS,BLANCHED/COOKED FRESH & CHILEED PUD SHRIMPS,FRESH & CHILLED HEAD ON SHRIMPS,FRESH & CHILLED PUD SHRIMPS BUTTERFLY,FRESH & CHILLED PD SHRIMPS) Chilled:Cuttlefish(FRESH & CHILLED CUTTLEFISH WHOLE,FRESH & CHILLED CUTTLEFISH WHOLE CLEANED,FRESH & CHILLED CUTTLEFISH STRIPS & TENTACLES,FRESH & CHILLED CUTTLEFISH FILLET,FRESH & CHILLED CUTTLEFISH ROE) Chilled:Squid(FRESH & CHILLED SQUID WHOLE,FRESH & CHILLED SQUID WHOLE CLEANED,FRESH & CHILLED SQUID RINGS // TENTACLES,FRESH & CHILLED SQUID STUFFED,FRESH & CHILLED SQUID WHOLE CLEANED BUTTERFLY)",raunaqexport@gmail.com,9879580342,,approved,true,documentation_verified,"MPEDA registered exporter #GU1/MT/136/08. Products: Frozen:Shrimp Wild(FROZEN HEAD ON SHELL ON SHRIMPS BLOCK,FROZEN HEAD ON SHELL ON SHRIMPS IQF,FROZEN HEADLESS SHRIMPS BLOCK,FROZEN HEADLESS SHRIMPS RAW...."
GU1/MT/194/11,JAGDISH MARINE EXPORTS (MPEDA #GU1/MT/194/11),JAGDISH MARINE EXPORTS,India,Gujarat,VERAVAL,"PLOT NO.: 47/48,G.I.D.C. ESTATE, VERAVAL 362269 Gujarat",22.3901,71.6068,7,"362269, Gujarat, India",Cuttlefish|Octopus|Reef Cod|Shrimp|Squid|Tuna,"Frozen:Fish Wild(FROZEN REEF COD WHOLE,FROZEN BONITO TUNA WHOLE ROUND,FROZEN YELLOW FIN TUNA WHOLE ROUND,FROZEN MAHI MAHI FISH WHOLE ROUND,FROZEN LONG TAIL TUNA WHOLE) Frozen:Shrimp Wild(FROZEN PEELED UN DEVIENED SHRIMP IQF,FROZEN PEELED DEVIENED SHRIMP IQF) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN BABY CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED IQF,FROZEN BABY CUTTLEFISH WHOLE CLEANED IQF,FROZEN CUTTLEFISH WHOLE CLEANED TRAY PACK) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN BABY SQUID WHOLE,FROZEN SQUID WHOLE CLEANED IQF,FROZEN BABY SQUID WHOLE CLEANED IQF,FROZEN SKIN ON CUT SQUID WITH TENTACLES IQF,FROZEN SKIN LESS CUT SQUID WITH TENTACLES IQF,FROZEN SKIN LESSCUT SQUID WITH TENTACLES TRAY PACK,FROZEN BABY SQUID PIN BONE OFF IQF,FROZEN SQUID PIN BONE OFF IQF,FROZEN SQUID WHOLE CLEANED TRAY PACK) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED IQF,FROZEN BABY OCTOPUS WHOLE,FROZEN BABY OCTOPUS WHOLE CLEANED IQF)",jagdishmarineexportslab@gmail.com,9227133833,www.sailgangaeuexports.com,approved,true,documentation_verified,"MPEDA registered exporter #GU1/MT/194/11. Products: Frozen:Fish Wild(FROZEN REEF COD WHOLE,FROZEN BONITO TUNA WHOLE ROUND,FROZEN YELLOW FIN TUNA WHOLE ROUND,FROZEN MAHI MAHI FISH WHOLE ROUND,FROZEN LONG...."
GU1/MT/419/25,JAMNA SAGAR EXPORT (MPEDA #GU1/MT/419/25),JAMNA SAGAR EXPORT,India,Gujarat,JAFRABAD/AMRELI,"S.NO. 93 JAFRABAD RAJULA ROAD, LUNSAPUR, JAFRABAD/AMRELI 365540 Gujarat",21.1595,71.0555,7,"365540, Gujarat, India",,,seabellsjfd@gmail.com,9824415111,-,approved,true,documentation_verified,MPEDA registered exporter #GU1/MT/419/25.
GU1/MT/003/04,JINNY MARINE TRADERS (MPEDA #GU1/MT/003/04),JINNY MARINE TRADERS,India,Gujarat,Veraval,"Plot No. 1306/1311, GIDC Area, Veraval 362269 Gujarat",22.3901,71.6068,7,"362269, Gujarat, India",Cuttlefish|Octopus|Shrimp|Squid,"Frozen:Shrimp Wild(Frozen PUD Shrimps IQF,Frozen PUD Shrimps Blanched IQF.,Frozen Cooked PUD Shrimps IQF.,Frozen Butterfly Shrimps IQF.,Frozen PD Shrimps IQF,Frozen PD Tail on Shrimps IQF.,Frozen Headless Blanched Shrimps IQF.,Frozen PUD Shrimps Vacuum Pack.) Frozen:Cuttlefish(Frozen Whole Cleaned Cuttlefish IQF.,Frozen Whole Cleaned Cuttlefish Block.,Frozen Cuttlefish Whole Vacuum Pack Tray.,Frozen Cuttlefish Whole Cleaned Vacuum Pack Tray.,Frozen Cuttlefish Strips Vacuum Pack Tray.,Frozen Cuttlefish Strips IQF.,Frozen Cuttlefish Strips Blanched IQF.,Frozen Cuttlefish Tentacles Blanched IQF.,Frozen Cuttlefish Roe IQF.,Frozen Cuttlefish Cubes IQF,Frozen Cuttlefish Ink Block) Frozen:Squid(Frozen Whole Cleaned Squid IQF.,Frozen Whole Cleaned Squid Block.,Frozen Whole Squid IQF.,Frozen Squid Rings & Tentacles IQF.,Frozen Squid Rings & Tentacles Blanched IQF.,Frozen Skin on Squid Rings & Tentacles IQF.,Frozen Squid Rings Blanched IQF.,Frozen Squid Tentacles Blanched IQF.,Frozen Stuffed Squid IQF.,Frozen Whole Squid Pin Bone off IQF.,Frozen Butterfly Squid IQF.,Frozen Squid Broken Blanched IQF.,Frozen Squid Whole Cleaned Vacuum Pack Tray.,Frozen Squid Whole Vacuum Pack Tray.,Frozen Skewers IQF.,Frozen Seafood Mix IQF.,Frozen Skin On Squid Rings IQF,Frozen Baby Squid whole Block,Frozen Whole Cleaned Squid Tray Pack) Frozen:Octopus(Frozen Cooked Octopus Chunks IQF,Frozen Cleaned Octopus Tray,Frozen Cleaned Octopus IQF)",jinnymarine241@gmail.com,9033390278,,approved,true,documentation_verified,"MPEDA registered exporter #GU1/MT/003/04. Products: Frozen:Shrimp Wild(Frozen PUD Shrimps IQF,Frozen PUD Shrimps Blanched IQF.,Frozen Cooked PUD Shrimps IQF.,Frozen Butterfly Shrimps IQF.,Frozen PD Shri...."
GU1/MT/021/05,K.R.SEAFOODS PVT. LTD. (MPEDA #GU1/MT/021/05),K.R.SEAFOODS PVT. LTD.,India,Gujarat,Veraval,"Plot No. 1006, GIDC, Veraval 362269 Gujarat",22.3901,71.6068,7,"362269, Gujarat, India",,,krsplvrl@gmail.com,2876232190,,approved,true,documentation_verified,MPEDA registered exporter #GU1/MT/021/05.
