eic_approval_no,eic_plant_name,eic_address,mpeda_registration_no,mpeda_firm_name,mpeda_address,mpeda_email,mpeda_phone,mpeda_mobile,mpeda_website,mpeda_products,match_type
2605,ATHOS COLLAGEN PRIVATE LIMITED,"Plot No. B-19, Gujarat Agro Infrastructure Mega Food Park, Village-Shah & Vasravi, Taluk Mangrol, District Surat, Gujarat-394410, India",MA1/MT/426/21,ATHOS COLLAGEN PRIVATE LIMITED,"B/19, GUJARAT AGRO INFRASTUCTURE MEGA FOOD PARK VASRAVI MANGROL SURAT - 394410, GUJARAT, INDIA 394410 Gujarat",athoscollagen@gmail.com,09714974875,9714974875,WWW.ATHOSCOLLAGEN.COM,"Others-Edible:Fish Collagen Peptide(FISH COLLAGEN,FISH GELATIN,FISH COLLAGEN PEPTIDE,HYDROLYZED COLLAGEN PEPTIDE,GELATIN,FISH COLLAGEN POWDER,HYDROLYZED COLLAGEN,COLLAGEN PEPTIDE,MARINE COLLAGEN)",name_only
2606,AKE DRY SEA FOOD,"PLOT NO. 115/2,116/1, GIDC ESTATE, VANANA, PORBANDAR, GUJARAT-360575,INDIA",GU3/MT/077/21,AKE DRY SEA FOOD,"PLOT NO 115/2,116/1 GIDC ESTATE VANANA PORBANDAR 360575 Gujarat",akedryseafood@gmail.com,9978919127,9898227425,nan,"Dried:Fish Maws/Isinglass(Ghole Fish Maws,Dara Fish Maws,Eel fish maws,Kuth fish Maws, Soily Fish Maws, Cat Fish Maws,Dry fish Dry Ribbon Fish, Dry Bombay Duck,,Dry Reef Cod, Dry Salted Crocker, Dry Shrimps)",name_only
2607,Sun International,"Plot No. 1403, GIDC Estate, Veraval-362269, Gujarat, India",,,,,,,,,no_match
2608,J M Sea Foods,"Plot No.315 & 316, GIDC Estate, Veraval-362269, Gujarat, India",,,,,,,,,no_match
2612,Salet Seafoods Private Limited -Unit I,"Plot No 46 to 67, GIDC Industrial Estate, Vanana, Porbandar -360550, Gujarat, India",,,,,,,,,no_match
2617,JRK Marine Exports,"Sy No. 1071/2, Maktupur Road, Mangrol Bandar, Mangrol 362225, District Junagadh, Gujarat, India",GU1/MT/399/23,JRK MARINE EXPORTS,MAKTUPUR ROAD MANGROL BANDAR MANGROL 362225 Gujarat,jrkmarineexports@gmail.com,09227288897,9227288897,nan,nan,name_only
2620,AQUA FOODS EXIM,"PLOT No.: B-4, ADDITIONAL LOTE MIDC, ASGANI VILLAGE, KHED TALUKA, RATNAGIRI DIST. MAHARASHTRA-415708",MA1/MT/449/23,AQUA FOODS EXIM,"FLAT NO. 111, 11TH FLOOR, 9, SHALAKA BUILDING, MAHARSHI KARVE ROAD, COOPERAGE MAIDAN, NARIMAN POINT, MUMBAI 400021 Maharashtra",aquafoodsexim@gmail.com,9422452222,9422452222,nan,"Frozen:Fish Wild(RIBBON FISH (LEPTURACANTHUS SAVALA),REEF COD (EPINEPHELUS SPP.),EMPEROR (LETHRINUS SPP.),SEA BREAM (PRISTIPOMOIDUS FILAMENTOSUS),CROAKER (JOHNIUS SPP.),SILVER POMFRET (PAMPUS ARGENTEUS),BLACK POMFRET (PARASTROMATEUS NIGER),CHINESE POMFRET (PAMPUS CHINENSIS),SNAPPER (LUTJANUS SPP.),BARRACUDA (SPHYRAENA JELLO),INDIAN SALMON (ELEUTHERONEMA TETRADACTYLUM),SCAD (DECAPTERUS RUSELLI),CONGER EEL (MURAENESOX SPP.),LEATHER JACKET (BALISTES SPP.),LEATHER SKIN (SCOMBEROIDES SPP.),MOON FISH (MENE MACULATE),KOTH (OTOLITHOIDES BIAURITUS),BOMBAY DUCK ( HARPODON NEHEREUS),TILAPIA (TILAPIA MOSSAMBICA),MALABAR TREVALLY (CARANGOIDES MALABARICUS),GHOL (PROTONIBEA DIACANTHUS),HILSA (HILSA ILISHA),MAHI MAHI (CORYPHAENA HIPPURUS),JAPANESE THREADFIN BREAM (NEMIPTERUS JAPONICAS),SOLE (CYNOGLOSSUS SPP.),PEARLSPOT (ETROPLUS SURATENSIS),GOLDEN ANCHOVY (COILIA DUSSUMIERI),INDIAN ANCHOVY (STOLEPHORUS INDICUS),BARRAMUNDI (JITADA) (LATES CALCARIFER),COBIA (BLACK KINGFISH) (RACHYCENTRON CANADUM),PABDA (OMPOK BIMACULATUS/PABDA),KATTI (OPISTHOPTERUS TARDOORE),DORAB (CHIROCENTRUS DORAB),LONG BAIM (ANGUILLA SPP.),CATLA (CATLA CATLA),ROHU (LABEO ROHITA),KALIBOUSH (LABEO COLBASU),MRIGAL (CIRRHINUS MRIGALA),CARP (CYPRINUS CARPIO),AYER (MYSTUS SEENGHALA),BOAL (WALLAGO ATTU),SEER FISH/ KING FISH (SCOMBEROMORUS SPP.),TUNA (THUNNUS SPP.),INDIAN MACKEREL (RASTRELLIGER KANAGURATA),OIL SARDINE (SARDINELLA LONGICEPS),HORSE MACKEREL (MEGALASPIS CORDYLA)) Frozen:Fish Aquaculture(TILAPIA (TILAPIA MOSSAMBICA),PABDA (OMPOK BIMACULATUS/PABDA),CATLA (CATLA CATLA),ROHU (LABEO ROHITA),KALIBOUSH (LABEO COLBASU),MRIGAL (CIRRHINUS MRIGALA),CARP (CYPRINUS CARPIO),AYER (MYSTUS SEENGHALA),BOAL (WALLAGO ATTU),BARRAMUNDI (JITADA) (LATES CALCARIFER)) Frozen:Shrimp Wild(WHITE SHRIMPS (FENEROPENAEUS INDICUS),TIGER SHRIMPS (PENAEUS MONODON),FLOWER SHRIMPS (PENAEUS SEMISULCATUS),POOVALAN SHRIMPS (METAPENAEUS DOBSONI),BROWN SHRIMPS (METAPENAEUS AFFINIS),PINK SHRIMPS (KAPSHI) (METAPENAEUS MONOCEROUS),KARIKADI SHRIMPS (TINY) (PARAPENAEOPSIS STYLIFERA),RAINBOW SHRIMPS (PARAPENAEOPSIS SCULPTILIS),JAWALA (ACETUS INDICUS),SCAMPI (FRESHWATER SHRIMPS) (MACROBRACHIUM ROSENBE,GOYNAR (SOLENOCERA INDICA)) Frozen:Shrimp Aquaculture(TIGER SHRIMPS (PENAEUS MONODON),VANNAMEI SHRIMP (LITOPENAEUS VANNAMEI)) Frozen:Cuttlefish(CUTTLE FISH (SEPIA SPP.)) Frozen:Squid(SQUID (LOLIGO SPP.)) Frozen:Octopus(OCTOPUS (OCTOPUS SPP.)) Frozen:Lobster(THENUS ORIENTALIS,PANULIRUS POLYPHAGUS,PANULIRUS HOMARUS) Frozen:Crab(THREE SPOT CRAB ( PORTUNUS SANGUINOLENTUS),BLUE SWIMMING CRAB (PORTUNUS PELAGICUS),MUD CRAB (SCYLLA SERRATA),MUD CRAB (SCYLLA TRANSQUEBARICA)) Chilled:Fish Wild(RIBBON FISH (LEPTURACANTHUS SAVALA),REEF COD (EPINEPHELUS SPP.),EMPEROR (LETHRINUS SPP.),SEA BREAM (PRISTIPOMOIDUS FILAMENTOSUS),CROAKER (JOHNIUS SPP.),SILVER POMFRET (PAMPUS ARGENTEUS),BLACK POMFRET (PARASTROMATEUS NIGER),CHINESE POMFRET (PAMPUS CHINENSIS),SNAPPER (LUTJANUS SPP.),BARRACUDA (SPHYRAENA JELLO),INDIAN SALMON (ELEUTHERONEMA TETRADACTYLUM),SCAD (DECAPTERUS RUSELLI),CONGER EEL (MURAENESOX SPP.),LEATHER JACKET (BALISTES SPP.),LEATHER SKIN (SCOMBEROIDES SPP.),MOON FISH (MENE MACULATE),KOTH (OTOLITHOIDES BIAURITUS),BOMBAY DUCK ( HARPODON NEHEREUS),TILAPIA (TILAPIA MOSSAMBICA),MALABAR TREVALLY (CARANGOIDES MALABARICUS),GHOL (PROTONIBEA DIACANTHUS),HILSA (HILSA ILISHA),MAHI MAHI (CORYPHAENA HIPPURUS),JAPANESE THREADFIN BREAM (NEMIPTERUS JAPONICAS),SOLE (CYNOGLOSSUS SPP.),PEARLSPOT (ETROPLUS SURATENSIS),GOLDEN ANCHOVY (COILIA DUSSUMIERI),INDIAN ANCHOVY (STOLEPHORUS INDICUS),BARRAMUNDI (JITADA) (LATES CALCARIFER),COBIA (BLACK KINGFISH) (RACHYCENTRON CANADUM),PABDA (OMPOK BIMACULATUS/PABDA),KATTI (OPISTHOPTERUS TARDOORE),DORAB (CHIROCENTRUS DORAB),LONG BAIM (ANGUILLA SPP.),CATLA (CATLA CATLA),ROHU (LABEO ROHITA),KALIBOUSH (LABEO COLBASU),MRIGAL (CIRRHINUS MRIGALA),CARP (CYPRINUS CARPIO),AYER (MYSTUS SEENGHALA),BOAL (WALLAGO ATTU),SEER FISH/ KING FISH (SCOMBEROMORUS SPP.),TUNA (THUNNUS SPP.),INDIAN MACKEREL (RASTRELLIGER KANAGURATA),OIL SARDINE (SARDINELLA LONGICEPS),HORSE MACKEREL (MEGALASPIS CORDYLA)) Chilled:Fish Aquaculture(TILAPIA (TILAPIA MOSSAMBICA),PABDA (OMPOK BIMACULATUS/PABDA),CATLA (CATLA CATLA),ROHU (LABEO ROHITA),KALIBOUSH (LABEO COLBASU),MRIGAL (CIRRHINUS MRIGALA),CARP (CYPRINUS CARPIO),AYER (MYSTUS SEENGHALA),BOAL (WALLAGO ATTU),BARRAMUNDI (JITADA) (LATES CALCARIFER)) Chilled:Shrimp Wild(WHITE SHRIMPS (FENEROPENAEUS INDICUS),TIGER SHRIMPS (PENAEUS MONODON),FLOWER SHRIMPS (PENAEUS SEMISULCATUS),POOVALAN SHRIMPS (METAPENAEUS DOBSONI),BROWN SHRIMPS (METAPENAEUS AFFINIS),PINK SHRIMPS (KAPSHI) (METAPENAEUS MONOCEROUS),KARIKADI SHRIMPS (TINY) (PARAPENAEOPSIS STYLIFERA),RAINBOW SHRIMPS (PARAPENAEOPSIS SCULPTILIS),JAWALA (ACETUS INDICUS),SCAMPI (FRESHWATER SHRIMPS) (MACROBRACHIUM ROSENBE,GOYNAR (SOLENOCERA INDICA)) Chilled:Shrimp Aquaculture(TIGER SHRIMPS (PENAEUS MONODON),VANNAMEI SHRIMP (LITOPENAEUS VANNAMEI)) Chilled:Cuttlefish(CUTTLE FISH (SEPIA SPP.)) Chilled:Squid(SQUID (LOLIGO SPP.)) Chilled:Octopus(OCTOPUS (OCTOPUS SPP.)) Chilled:Lobster(THENUS ORIENTALIS,PANULIRUS POLYPHAGUS,PANULIRUS HOMARUS) Chilled:Crab(THREE SPOT CRAB ( PORTUNUS SANGUINOLENTUS),BLUE SWIMMING CRAB (PORTUNUS PELAGICUS),MUD CRAB (SCYLLA SERRATA),MUD CRAB (SCYLLA TRANSQUEBARICA))",name_only
2621,Vasai Star Foods,"S/N 18, Poman Village, Vasai Bhiwandi Road, Palghar, Maharashtra, India-401208",MA1/MT/448/23,VASAI STAR FOODS,"SL.NO. 18, POMAN VILLAGE, NR. KAMAN, VASAI BHIWANDI ROAD, VASAI (E), TALUKA - VASAI, DIST - PALGHAR 401208 Maharashtra",vasaistarfoodslab123@gmail.com,7058881646,9372982521,nan,"Frozen:Fish Wild(Seer fish whole (Scomberomorus spp.),Seer fish fillet (Scomberomorus spp.),Seer fish steaks (Scomberomorus spp.),Tuna whole (Thunnus spp.),Tuna fillet (Thunnus spp.),Tuna steaks (Thunnus spp.),Indian mackerel whole (Rastrelliger kanagurta),Indian mackerel Fillet (Rastrelliger kanagurta),Indian mackerel steaks (Rastrelliger kanagurta),Horse mackerel whole (Megalaspis cordyla),Horse mackerel Fillet (Megalaspis cordyla),Horse mackerel steaks (Megalaspis cordyla),Ribbon fish whole (Lepturacanthus savala),Reef cod whole (Epinephelus spp.),Croaker whole (Johnius spp.),Silver pomfret whole (Pampus argentius),Black pomfret whole (Parastromateus niger),Chinese pomfret whole (Pampus chinensis),Snapper whole (Lutjanus spp.),Barracuda whole (Sphyraena jello),Leather skin whole (Scomberoides Spp.),Leather jacket whole (Aluterus monoceros),Bombay duch whole (Harpodon nehereus),Bombay duch steaks (Harpodon nehereus),Malabar trevally whole (Carangoides malabaricus),Long baim whhole (Anguilla spp.),Threadfin bream whole (Nemipterus japonicus),Pearl spot whole (Etroplus suratensis),Tilapia whole (Tilapia mossambica),Tilapia scale off gutted (Tilapia mossambica),Tilapia fillets (Tilapia mossambica),Catla whole (Catla catla),Pabda whole (Ompok pabda / bimaculatus),Oil sardine whole (Sardinella longiceps)) Frozen:Shrimp Wild(Head on White leg shrimps (Litopenaeus vannamei),Headless White leg shrimps (L. vannamei),HL Easy peel Head on White leg shrimps (L.vannamei,Butterfly White leg shrimps (L. vannamei),PD White leg shrimps (Litopenaeus vannamei),PUD White leg shrimps (L. vannamei),Tailon PUD White leg shrimps (L. vannamei),Head on Tiger shrimps (P. monodon),Headless Tiger shrimps (P. monodon),HL Easy peel Tiger shrimps (P. monodon),Butterfly Tiger shrimps (P. monodon),PD Tiger shrimps (P. monodon),PUD Tiger shrimps (P. monodon),Tail on PUD Tiger shrimps (P. monodon),Head on Flower prawn (P. semisulcatus),Headless Flower prawn (P. semisulcatus),HL Easy peel Flower prawn (P. semisulcatus),Butterfly Flower prawn (P. semisulcatus),PD Flower prawn (P. semisulcatus),PUD Flower prawn (P. semisulcatus),Tailon PUD Flower prawn (P. semisulcatus),Head on Brown shrimps (Metapenaeus affinis),Headless Brown shrimps (Metapenaeus affinis),HL Easy peel Brown shrimps (Metapenaeus affinis),Butterfly Brown shrimps (Metapenaeus affinis),PD Brown shrimps (Metapenaeus affinis),PUD Brown shrimps (Metapenaeus affinis),Tail on PUD Brown shrimps (Metapenaeus affinis)) Frozen:Shrimp Aquaculture(Head on Tiger shrimps (P. monodon),Head on White leg shrimps (Litopenaeus vannamei),PUD Tiger shrimps (P. monodon),PUD White leg shrimps (Litopenaeus vannamei),PD White leg shrimps (Litopenaeus vannamei),PD Tiger shrimps (P. monodon),HLSO Tiger shrimps (P. monodon),HLSO White leg shrimps (Litopenaeus vannamei),PDTO White leg shrimps (Litopenaeus vannamei),PDTO Tiger shrimps (P. monodon),HL Easy peel Tiger shrimps (P. monodon),HL Easy peel White leg shrimps (L. vannamei),Butterfly Tiger shrimps (P. monodon),Butterfly White leg shrimps (L. vannamei)) Frozen:Cuttlefish(Cuttle fish whole (Sepia pharaonis),Cuttle fish whole cleaned (Sepia pharaonis),Cuttle fish strips (Sepia pharaonis),Cuttle fish tentacles (Sepia pharaonis)) Frozen:Squid(Squid whole (Uroteuthis duvaucelii),Squid whole cleaned (Uroteuthis duvaucelii),Squid ring (Uroteuthis duvaucelii),Squid strips (Uroteuthis duvaucelii),Squid tentacles (Uroteuthis duvaucelii),Squid wings (Uroteuthis duvaucelii)) Frozen:Octopus(Octopus whole (Octopus membranaceous, O.dollfusi),Octopus whole cleaned(O.membranaceous, O.dollfusi),Octopus strips (Octopus membranaceous, O.dollfusi),Octopus tentacle (O. membranaceous, O.dollfusi)) Frozen:Lobster(Rock lobster (Panulirus spp.),Sand lobster (Thenus orientalis),Deep sea lobster (Puerulus spp.)) Chilled:Fish Wild(Seer fish whole (Scomberomorus spp.),Tuna whole (Thunnus spp.),Indian mackerel whole (Rastrelliger kanagurta),Horse mackerel whole (Megalaspis cordyla),Mahi mahi whole (Coryphaena hippurus),Oil sardine whole (Sardinella longiceps),Ribbon fish whole (Lepturacanthus savala),Reef cod whole (Epinephelus spp.),Croaker whole (Johnius spp.),Sea bream whole (Pristipomoidus filamentosus),Silver pomfret whole (Pampus argentius),Black pomfret whole (Parastromateus niger),Chinese pomfret whole (Pampus chinensis),Snapper whole (Lutjanus spp.),Barracuda whole (Sphyraena jello),Tilapia whole (Tilapia mossambica),Hilsa (Hilsa ilisha),Pearl spot whole (Etroplus suratensis),Catla whole (Catla catla),Boal whole (Wallago attu),Rohu whole (Labeo rohita)) Chilled:Shrimp Wild(Butterfly White shrimps (F. indicus),Headless White shrimps (F. indicus),Headon White shrimps (F. indicus),PD TO White shrimps (F. indicus),PUD White shrimps (F. indicus),PD White shrimps (F. indicus),PUD TO White shrimps (F. indicus),Head on Tiger shrimps (P. monodon),Headless Tiger shrimps (P. monodon),PUD Tiger shrimps (P. monodon),PD Tiger shrimps (P. monodon),PUD TO Tiger shrimps (P. monodon),PD TO Tiger shrimps (P. monodon),Butterfly Tiger shrimps (P. monodon),Head on Flower prawn (P. semisulcatus),Headless Flower prawn (P. semisulcatus),PUD Flower prawn (P. semisulcatus),PD Flower prawn (P. semisulcatus),Butterfly Flower prawn (P. semisulcatus),PUD TO Flower prawn (P. semisulcatus),PD TO Flower prawn (P. semisulcatus),Head on Scampi (M. rosenbergii),Headless Scampi (M. rosenbergii),PUD Scampi (M. rosenbergii),PD Scampi (M. rosenbergii),PUD TO Scampi (M. rosenbergii),PD TO Scampi (M. rosenbergii),Butterfly Scampi (M. rosenbergii),Head on Brown shrimps (Metapenaeus affinis),Headless Brown shrimps (Metapenaeus affinis),PUD Brown shrimps (Metapenaeus affinis),PUD TO Brown shrimps (Metapenaeus affinis),PD Brown shrimps (Metapenaeus affinis),PD TO Brown shrimps (Metapenaeus affinis),Head on Rainbow shrimps(Parapenaeopsis sculptilis),Headless Rainbow shrimps(P. sculptilis),PD Rainbow shrimps(P. sculptilis),PUD Rainbow shrimps(P. sculptilis),PD TO Rainbow shrimps(P. sculptilis),PUD TO Rainbow shrimps(P. sculptilis),Butterfly Rainbow shrimps(P. sculptilis)) Chilled:Shrimp Aquaculture(Head on Tiger shrimps (P. monodon),Head on White leg shrimps (Litopenaeus vannamei),Headless Tiger shrimps (P. monodon),Headless White leg shrimps (Litopenaeus vannamei),Butterfly Tiger shrimps (P. monodon),Butterfly White leg shrimps (Litopenaeus vannamei),PD Tiger shrimps (P. monodon),PD White leg shrimps (Litopenaeus vannamei),PUD Tiger shrimps (P. monodon),PUD White leg shrimps (Litopenaeus vannamei),PUD TO Tiger shrimps (P. monodon),PUD TO White leg shrimps (Litopenaeus vannamei),PD TO Tiger shrimps (P. monodon),PD TO White leg shrimps (Litopenaeus vannamei)) Chilled:Cuttlefish(Cuttle fish whole (Sepia spp.)) Chilled:Squid(Squid whole (Uroteuthis duvaucelii)) Chilled:Octopus(Octopus whole ( Octopus membranaceous, O.dollfusi)) Chilled:Lobster(Rock lobster (Panulirus spp.),Sand lobster (Thenus orientalis),Deep sea lobster (Puerulus spp.))",name_only
2623,Elaf Cold Storage Plant -1,"Plot No. M-63 and M-64, MIDC Taloja,Tal. Panvel, Dist.Raigad, Maharashtra 410208",,,,,,,,,no_match
2624,Elaf Cold Storage Plant - 2,"Plot No. M-63 and M-64, MIDC Taloja,Tal. Panvel, Dist.Raigad, Maharashtra 410208",,,,,,,,,no_match
2625,AMAR FOOD PRODUCTS,"Survey No.67, Near Vanana, Tall Plaza Highway, Tal-Ranavav, Digvijaygadh, Dist.-Porbandar, Gujarat-360560.",GU3/MT/067/19,AMAR FOOD PRODUCTS,"SURVEY NO.1943, MANGALKUNG, RAILWAY STATION ROAD OPP BALASHRAM, PORBANDAR 360575 Gujarat",amarfood89@gmail.com,9879617761,9879617761,nan,"Frozen:Fish Wild(Surimi ( Fish Minced Paste),Frozen Imitation Crab Sticks,Frozen Imitation Crab Chunks,Frozen Imitation Crab Flakes,Frozen Imitation Crab Bites,Frozen Imitation Crab Shreds,Frozen Imitation Breaded Crab Claws,Frozen Imitation Breaded Crab Nuggets)",name_only
2626,Nishiindo Foods Private Limited,"U1/5-6 GIDC AREA, B/H SONERI MARINE, Somnath Road, Veraval - 362269, GUJARAT, INDIA",GU1/MT/414/24,NISHIINDO FOODS PRIVATE LIMITED,"PLOT NO 3 TO 8, SOMNATH ROAD, VERAVAL, GIR SOMNATH 362269 Gujarat",nishiindofoods@gmail.com,02876233158,9225901625,nan,nan,name_only
2627,OM DARSHAN MARKETING PRIVATE LIMITED,"Plot.No.232 A, Road No. 21Y, Wagle Industrial Estate, Thane West 400604 Maharashtra",,,,,,,,,no_match
2628,OCEAN IMPEX,"Plot No. 50, Satnam Industrial Area, Nr. Avani Ice Factory, Bypass Area, Veraval 362 265.",GU1/MT/412/24,OCEAN IMPEX,"PLOT 50,SATNAM INDUSTRIAL AREA,, NR.AVNI ICE FACTORY,BYPASS ROAD,, VERAVAL,GIR SOMNATH,GUJARAT,362265 362265 Gujarat",oceanimpex23@gmail.com,9227867772,9227867772,nan,nan,name_only
2629,SEAMA FREEZING AND COLD STORAGE,"SURVEY NO. 45/3, RAJWADI, NEAR TIWARE PHATA, RAJAPUR,RATNAGIRI, - 416707, MAHARASTRA, INDIA",MA1/MT/463/23,SEAMA FREEZING AND COLD STORAGE,"SURVEY NO. 45/3, RAJWADI, NEAR TIWARE FATA, TAL - RAJAPUR, RATNAGIRI 416707 Maharashtra",seamafcs@gmail.com,9225980593,9225980593,nan,Frozen:Fish Wild(IMNDIAN MACKEREL WHOLE ROUND) Frozen:Squid(SQUID WHOLE ROUND),name_only
2630,SABIR SEA FOODS,"PLOT NO.1401-02, GIDC ESTATE , VERAVAL",GU1/MT/415/24,SABIR SEA FOODS,"PLOT NO 1401/2, GIDC ESTATE, VERAVAL.GIRSOMNATH 362269 Gujarat",sabirseafoods@gmail.com,9825661611,9825661611,nan,nan,name_only
2631,OCEAN AQUATIC PRODUCTS,"1104,G.I.D.C.,PLOT, UDHYOGNAGAR , VERAVAL-362269",GU1/MT/421/25,OCEAN AQUATIC PRODUCTS,"PLOT NO.1104, G.I.D.C, UDYOG NAGAR, VERAVAL GUJARAT, INDIA. 362269 Gujarat",oceanaquatic786@gmail.com,09824154773,9824154773,nan,nan,name_only
2632,SHREE NIDDHI EXPORTS,"R. S. NO. 1498, JAVAR ROAD, KUCHHADI, PORBANDAR - 360575 GUJARAT (INDIA)",GU3/MT/090/24,SHREE NIDDHI EXPORTS,"R. S. No. 1498, Javar Road, Kuchhadi, Gujarat",shreeniddhiexports@gmail.com,9662051632,9662051632,nan,nan,name_only
2633,Harbour Arabian Exports,"Survey No. 281, Hissa No. 3B, At-Nate, Taluka-Rajapur, Dist-Ratnagiri, Nate, Ratnagiri, Maharashtra,415806",MA1/MT/477/24,HARBOUR ARABIAN EXPORTS,"SURVEY NO. 281, HISSA NO. 3B, AT- NATE, TALUKA - RAJAPUR, DIST - RATNAGIRI 415806 Maharashtra",harbourarabianexports@gmail.com,09960577333,9960577333,nan,nan,name_only
2634,NISHIINDO FOODS PRIVATE LIMITED,"SURVEY NO. 132 PAIKY, KATHIYAWAD INDUSTRIES LTD, Gadu- 362250, Taluka :Maliya Hatina, Dist: Junagadh, Gujarat, India",GU1/MT/414/24,NISHIINDO FOODS PRIVATE LIMITED,"PLOT NO 3 TO 8, SOMNATH ROAD, VERAVAL, GIR SOMNATH 362269 Gujarat",nishiindofoods@gmail.com,02876233158,9225901625,nan,nan,name_only
2635 (proposed),SUMRA EXPORT,"PLOT NO : 161 - 162, VANANA G I D C ESTATE, VANANA, TAL. RANAVAV, PORBANDAR - 360550, GUJARAT, INDIA",GU3/MT/091/25,SUMRA EXPORT,"PLOT NO. 161-162, VANANA G I D C ESTATE , TAL. RANAVAV, PORBANDAR, GUJARAT VANANA, PORBANDAR, GUJARAT 360550 Gujarat",sumraexport92@gmail.com,9924267102,9924267102,WWW.SUMRAEXPORT.COM,nan,name_only
2636,QUALITY MARINE EXPORTS,"PLOT NO 1406 , G I D C
ESTATE
VERAVAL 362269
GUJARAT",GU1/MT/417/24,QUALITY MARINE EXPORTS,"PLOT NO.1406, G.I.D.C ESTATE, VERAVAL GUJARAT,INDIA 362269 Gujarat",govalmohammed@gmail.com,9228373147,9228373147,nan,nan,name_only
264,AmarSagar Seafood Pvt. Ltd.,"Survey No.29, Jawar Naka, Porbandar-360575, Gujarat, India.",,,,,,,,,no_match
270,Chand International.,"Plot No.310,Opp Royal Garden Resort,Sasunavghar,Mumbai-Ahmedabad Highway,Tal-Vasai,Dist-Palghar,Pin-401208,Maharashtra,India.",MA1/MT/045/05,CHAND INTERNATIONAL,"Office No.11,2nd Floor,Swastik Chamber,CHS Ltd, L.T. Marg,Carnac Bridge MUMBAI 400 001/400001 400001 Maharashtra",exports@chandintl.com,22666539,9820414258,-,"Chilled:Fish Wild(Threadfin fish,Grouper,Pomfret,Seer fish,Mackerels,Tuna,Hilsa,Sea bream,) Chilled:Shrimp Wild(White Shrimp,Tiger shrimp,Flower shrimp,Kapsi) Chilled:Squid(Loligo sps)",name_only
276,NAIK FROZEN FOODS PVT. LTD.,"Plot No. M- 9/10, MIDC Industrial Area, Taloja, District Raigad - 410208, Maharashtra, India",MA1/MT/031/06,"NAIK FROZEN FOODS PVT.LTD.,","402, Emca House, 4th Floor, 289, Shahid Bhagat Singh Road, Mumbai 400001 Maharashtra",naikfzqc@gmail.com,22631175,9820711586,nan,"Frozen:Fish Wild(Mackerel Whole,Silver Pomfret Whole,Chinese Pomfret Whole,Black Pomfret Whole) Frozen:Shrimp Wild(Head on Shrimp (Metapenaeus Monoceros),Headless Shell on Shrimp (Metapenaeus Monoceros),PD Tail on shrimp (Metapenaeus monoceros),Peeled and Undeveined Shriimp (M.monoceros),Head On Shrimps (Penaeus monodon),PD TON shrimp (Parapenaeopsis stylifera),Headless Shell on Shrimp (Metapenaeus affinis)),Head On Shrimp (Penaeus semisulcatus),Head On Shrimp (fenneropenaeus indicus),Peeled Deveined Tail On Shrimp (M. affinis),Peeled and Undeveined Shriimp (M. monocereros),Peeled and Undeveined Shrimp(M. dobsoni),Head On Scampi (M. rosenbergii),Headless Shell On Easy Peel Shrimp (M.rosenbergii),Headless Shell On Shrimp (M.rosenbergii),Head On Shell On Shrimp (M.rosenbergii),Peeled and Undeveined Shriimp (P. stylifera)l,Headless Shell On Shrimp (fenneropenaeus indicus)) Frozen:Shrimp Aquaculture(Head On Vannamei Shrimp,Headless Vannamei Shrimp,Headless Easy Peel Vannamei Shrimp,Peeled Deveined Tail On Vannamei Shrimp,Peeled Deveined Vannamei Shrimp,Peeled Undeveined Tail On Vannamei Shrimp,Peeled Undeveined Vannamei Shrimp,Head On Black Tiger Shrimp,Headless Black Tiger Shrimp,Headless Easy Peel Black Tiger Shrimp,Peeled Deveined Tail On Black Tiger Shrimp,Peeled Deveined Black Tiger Shrimp,Peeled Undeveined Tail On Black Tiger Shrimp,Peeled Undeveined Black Tiger Shrimp) Frozen:Cuttlefish(Cuttlefish Whole,Cuttlefish Whole Cleaned,Cuttlefish Fillet,Cuttlefish Strips,Cuttlefish Tentacle) Frozen:Squid(Squid Whole,Squid Whole Cleaned,Squid Tube,Squid Rings,Squid Tentacles,Squid Strip) Frozen:Octopus(Octopus Whole,Octopus Whole Cleaned,Octopus Chopped) Frozen:Lobster(Lobster Whole,Lobster Tail,Cooked Lobster)",name_only
278,Seasaga Enterprises Private Limited,"PLOT NO. R-25 & R-26, TTC INDUSTRIAL AREA, RABALE , NAVI MUMBAI - 400701, MAHARASHTRA, INDIA",,,,,,,,,no_match
