factory,company,location,website,species,capacity,certifications,byproduct,confidence_species,confidence_capacity,confidence_certifications,confidence_byproduct,evidence_urls,notes,cfia_ref
BURLEIGH BROS SEAFOODS LTD (CFIA Ref #2001),BURLEIGH BROS SEAFOODS LTD,"224 Burleigh Rd, East Bideford, PE, C0B1J0, Canada",https://seafoodfromcanada.ca/listing/burleigh-brothers-seafood-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://www.facebook.com/BurleighBros/ | https://seafoodfromcanada.ca/listing/burleigh-brothers-seafood-ltd/ | https://canadasfoodisland.ca/company/burleigh-brothers-seafood-ltd/ | https://seafoodfromcanada.ca/listing/burleigh-brothers-seafood-ltd | https://seafoodfromcanada.ca/listing/burleigh-brothers-seafood-ltd/product,Verified from website text extraction,
BLUNDELL SEAFOODS LTD. (CFIA Ref #1934),BLUNDELL SEAFOODS LTD.,"11351 RIVER ROAD, RICHMOND, BC, V6X1Z6, Canada",https://blundellseafoods.com/,Salmon,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://blundellseafoods.com/ | https://blundellseafoods.com/contact/ | https://blundellseafoods.com/about/ | https://blundellseafoods.com | https://blundellseafoods.com/products | https://blundellseafoods.com/product,Verified from website text extraction,
Blue Comet Seafoods Ltd./SUN DOG (CFIA Ref #1C77),Blue Comet Seafoods Ltd./SUN DOG,"1505 1st Ave W, Vancouver, BC, V6J1E8, Canada",https://bluecometseafoods.ca/,"Multi-species seafood (Salmon, Shrimp/Prawn, Tuna, Halibut, Cod)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://bluecometseafoods.ca/ | https://bluecometseafoods.ca/our-story | https://www.facebook.com/bluecometseafoods/ | https://bluecometseafoods.ca | https://bluecometseafoods.ca/products,Verified from website text extraction,
BIRCH STREET SEAFOODS LIMITED (CFIA Ref #3158),BIRCH STREET SEAFOODS LIMITED,"35 BIRCH STREET, DIGBY, NS, B0V1A0, Canada",https://birch-street-seafoods-ltd.com-place.com/,"Lobster, Shrimp/Prawn",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.birchstseafoods.ca/ | https://www.facebook.com/BirchStreetSeafoods/ | https://www.novascotiaseafoodalliance.ca/birch-street-seafoods-ltd | https://birch-street-seafoods-ltd.com-place.com,Verified from website text extraction,
BAY ROBERTS SEAFOODS LIMITED (CFIA Ref #0104),BAY ROBERTS SEAFOODS LIMITED,"208 WATER ST, BAY ROBERTS, NL, A0A1G0, Canada",https://seafoodfromcanada.ca/listing/bay-roberts-seafoods-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/bay-roberts-seafoods-ltd/ | https://www.bayroberts.com/places/bay-roberts-seafoods/ | https://www.facebook.com/BayRobertsSeafoodsLtd/ | https://seafoodfromcanada.ca/listing/bay-roberts-seafoods-ltd | https://seafoodfromcanada.ca/listing/bay-roberts-seafoods-ltd/product,Verified from website text extraction,
BAIE STE- ANNE SEAFOODS (2014) INC. (CFIA Ref #0429),BAIE STE- ANNE SEAFOODS (2014) INC.,"143 CHEMIN ESCUMINAC POINT, ESCUMINAC, NB, E9A1V6, Canada",https://seafoodfromcanada.ca/listing/baie-ste-anne-seafoods-2014-inc/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://daleyseafoods.com/our-plants/baie-ste-anne-seafoods/ | https://seafoodfromcanada.ca/listing/baie-ste-anne-seafoods-2014-inc/ | https://www.dnb.com/business-directory/company-profiles.baie_ste-anne_seafoods_(2014)_inc.3d84af068f50e0b1e567eab3c3b85a6d.html | https://seafoodfromcanada.ca/listing/baie-ste-anne-seafoods-2014-inc | https://seafoodfromcanada.ca/listing/baie-ste-anne-seafoods-2014-inc/product,Verified from website text extraction,
B.M.C. SEAFOODS LIMITED (CFIA Ref #LL16400),B.M.C. SEAFOODS LIMITED,"50 METEGHAN SHORE ROAD, METEGHAN, NS, B0W2J0, Canada",https://bmcseafoods.ca/,Lobster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://bmcseafoods.ca/ | https://bmcseafoods.ca/bmc-seafood-market/ | https://bmcseafoods.ca/our-divisions/ | https://bmcseafoods.ca,Verified from website text extraction,
ATLANTIC TREASURE SEAFOODS LIMITED (CFIA Ref #0043),ATLANTIC TREASURE SEAFOODS LIMITED,"88 SOUTHSIDE ROAD, COLEY'S POINT, NL, -, Canada",https://www.atlantictreasureseafoods.com/,"Multi-species seafood (Salmon, Lobster, Halibut, Cod, Herring)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.atlantictreasureseafoods.com/ | https://atltreasure.com/ | https://www.facebook.com/AtlanticTreasureSeafoodsLtd/ | https://www.atlantictreasureseafoods.com,Verified from website text extraction,
ASHMEG SEAFOODS LTD. (CFIA Ref #6000),ASHMEG SEAFOODS LTD.,"1720 KETCH HARBOUR ROAD, HALIFAX, NS, -, Canada",https://www.novascotiaseafoodalliance.ca/ashmeg-seafoods-ltd,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.novascotiaseafoodalliance.ca/ashmeg-seafoods-ltd | https://www.instagram.com/ashmegseafoods/?hl=en | https://www.dnb.com/business-directory/company-profiles.ashmeg_seafoods_ltd.ba15483535ea91c4da953952d62c09a5.html,Verified from website text extraction,
AREY & SONS SEAFOODS LIMITED (CFIA Ref #3842),AREY & SONS SEAFOODS LIMITED,"57 PROSPECT POINT ROAD, SHAG HARBOUR, NS, B0W2E0, Canada",Unknown / not in CFIA list,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,,No website found via search backend,
AMAR SEAFOODS PEI LTD. (CFIA Ref #1D08),AMAR SEAFOODS PEI LTD.,"1 CAUSEWAY ROAD, VICTORIA, PE, C0A1J0, Canada",https://www.amar-seafoods.com/,Halibut,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.amar-seafoods.com/ | https://www.amar-seafoods.com/location/canada | https://www.amar-seafoods.com/about-us | https://www.amar-seafoods.com,Verified from website text extraction,
ADVOCATE SEAFOODS LIMITED (CFIA Ref #1463),ADVOCATE SEAFOODS LIMITED,"3831 HIGHWAY 209, ADVOCATE HARBOUR, NS, B0M1A0, Canada",https://www.dnb.com/business-directory/company-profiles.advocate_seafoods_limited.3343414751ff4f3140c307728d47f38b.html,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.dnb.com/business-directory/company-profiles.advocate_seafoods_limited.3343414751ff4f3140c307728d47f38b.html | https://www.mapquest.com/ca/nova-scotia/advocate-seafoods-ltd-663817044 | https://www.yellowpages.ca/bus/Nova-Scotia/Advocate-Harbour/Advocate-Seafoods-Ltd/6952977.html,Website found but pages not extractable / too thin,
A&L Seafoods Limited Partnership (CFIA Ref #3522),A&L Seafoods Limited Partnership,"20 Minto Street, Loiusbourg, NS, B1C1L1, Canada",https://louisbourgseafoods.ca/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Mussel)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://louisbourgseafoods.ca/ | https://www.novascotiaseafoodalliance.ca/al-seafoods-ltd | https://seafoodfromcanada.ca/listing/al-seafoods-ltd/ | https://louisbourgseafoods.ca | https://louisbourgseafoods.ca/products,Verified from website text extraction,
11656520 CANADA INC. / POINTE-SAPIN SEAFOODS (CFIA Ref #2428),11656520 CANADA INC. / POINTE-SAPIN SEAFOODS,"3046 ROUTE 117, POINTE-SAPIN, NB, E9A1V1, Canada",https://daleyseafoods.com/our-plants/pointe-sapin-seafoods/,Lobster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://daleyseafoods.com/our-plants/pointe-sapin-seafoods/ | https://www.facebook.com/groups/1096222481136319/ | https://mindtrip.ai/attraction/escuminac-new-brunswick/pointe-sapin-seafoods/at-FDcWanv0 | https://daleyseafoods.com/our-plants/pointe-sapin-seafoods,Verified from website text extraction,
WINFUL SEAFOOD INTERNATIONAL LTD. (CFIA Ref #0656),WINFUL SEAFOOD INTERNATIONAL LTD.,"10 MELFORD DRIVE, UNIT 8, SCARBOROUGH, ON, M1B2G1, Canada",https://www.winful.ca/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.winful.ca/ | https://www.winful.ca/catalog.php | https://interfishmarket.com/en/company.aspx?id=22969 | https://www.winful.ca,Verified from website text extraction,
WANSHENG INTERNATIONAL FISHERIES RESOURCES CO. LTD. (CFIA Ref #6152),WANSHENG INTERNATIONAL FISHERIES RESOURCES CO. LTD.,"8420 FRASER ST, VANCOUVER, BC, V5X0A4, Canada",https://china-gacc.agency/gacc-2/GACC_exporter_info.asp?id=18756&GACC=12423000019&country=%E5%8A%A0%E6%8B%BF%E5%A4%A7(Canada)&company=WANSHENG%20INTERNATIONAL%20FISHERY%20RESOURCES%20CO.LTD.,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://china-gacc.agency/gacc-2/GACC_exporter_info.asp?id=18756&GACC=12423000019&country=%E5%8A%A0%E6%8B%BF%E5%A4%A7(Canada)&company=WANSHENG%20INTERNATIONAL%20FISHERY%20RESOURCES%20CO.LTD. | https://china-gacc.agency/gacc-2/GACC_exporter_info.asp?id=18756&GACC=12423000019&country=%E5%8A%A0%E6%8B%BF%E5%A4%A7(Canada)&company=WANSHENG%20INTERNATIONAL%20FISHERY%20RESOURCES%20CO.LTD./products | https://china-gacc.agency/gacc-2/GACC_exporter_info.asp?id=18756&GACC=12423000019&country=%E5%8A%A0%E6%8B%BF%E5%A4%A7(Canada)&company=WANSHENG%20INTERNATIONAL%20FISHERY%20RESOURCES%20CO.LTD./product | https://china-gacc.agency/gacc-2/GACC_exporter_info.asp?id=18756&GACC=12423000019&country=%E5%8A%A0%E6%8B%BF%E5%A4%A7(Canada)&company=WANSHENG%20INTERNATIONAL%20FISHERY%20RESOURCES%20CO.LTD./our-products | https://china-gacc.agency/gacc-2/GACC_exporter_info.asp?id=18756&GACC=12423000019&country=%E5%8A%A0%E6%8B%BF%E5%A4%A7(Canada)&company=WANSHENG%20INTERNATIONAL%20FISHERY%20RESOURCES%20CO.LTD./certifications | https://china-gacc.agency/gacc-2/GACC_exporter_info.asp?id=18756&GACC=12423000019&country=%E5%8A%A0%E6%8B%BF%E5%A4%A7(Canada)&company=WANSHENG%20INTERNATIONAL%20FISHERY%20RESOURCES%20CO.LTD./certification,Verified from website text extraction,
SHORE COLD STORAGE & LOGISTICS INC./SHORE COLD PROCESSING (CFIA Ref #6350),SHORE COLD STORAGE & LOGISTICS INC./SHORE COLD PROCESSING,"130 LITTLE BROOK RD, LITTLE BROOK, NS, B0W1Z0, Canada",https://shorecold.ca/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://shorecold.ca/ | https://shorecold.ca/?page_id=182 | https://shorecold.ca/?page_id=12 | https://shorecold.ca,Verified from website text extraction,
"NORTH LAKE FISHERIES (2013), INC. O/A MONTAGUE BAY FOODS (CFIA Ref #6022)","NORTH LAKE FISHERIES (2013), INC. O/A MONTAGUE BAY FOODS","150 Central St, Montague, PE, C0A1R0, Canada",https://northlakefisheries.ca/,"Multi-species seafood (Lobster, Crab, Tuna, Halibut, Herring)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://northlakefisheries.ca/ | https://northlakefisheries.ca/contact/ | https://northlakefisheries.ca/about/ | https://northlakefisheries.ca,Verified from website text extraction,
"NOCA CANADIAN SEAFOOD BUYER, INC. DBA RAYMOND O'NEILL & SON FISHERIES (CFIA Ref #2413)","NOCA CANADIAN SEAFOOD BUYER, INC. DBA RAYMOND O'NEILL & SON FISHERIES","221 ESCUMINAC ROAD, ESCUMINAC, NB, E9A 1V6, Canada",https://raymondoneill.ca/,Lobster,Unknown,SQF,Unknown,HIGH,LOW,HIGH,LOW,https://raymondoneill.ca/ | https://nbdeliciouslycanadian.com/en/directory/raymond-oneill-son-fisheries-ltd | https://seafoodfromcanada.ca/listing/raymond-oneill-son-fisheries-ltd/ | https://raymondoneill.ca | https://raymondoneill.ca/products | https://raymondoneill.ca/product | https://raymondoneill.ca/certifications,Verified from website text extraction,
LIMBERIS SEAFOOD PROCESSING LTD. (CFIA Ref #0999),LIMBERIS SEAFOOD PROCESSING LTD.,"5025 LIMBERIS DRIVE, LADYSMITH, BC, V9G1M6, Canada",https://www.limberisseafood.com/set_english.php,Clam,Unknown,HACCP,Unknown,HIGH,LOW,HIGH,LOW,https://www.limberisseafood.com/set_english.php | https://www.tripadvisor.com/Attraction_Review-g182188-d8634016-Reviews-Limberis_Seafood_Processing_Ltd-Ladysmith_Cowichan_Valley_Regional_District_Vanco.html | https://www.mapquest.com/ca/british-columbia/limberis-seafood-processing-ltd-359645798 | https://www.limberisseafood.com/set_english.php/products | https://www.limberisseafood.com/set_english.php/product | https://www.limberisseafood.com/set_english.php/our-products | https://www.limberisseafood.com/set_english.php/certifications | https://www.limberisseafood.com/set_english.php/certification,Verified from website text extraction,
LIMBERIS SEAFOOD PROCESSING LTD. (CFIA Ref #0758),LIMBERIS SEAFOOD PROCESSING LTD.,"5025 LIMBERIS DRIVE, LADYSMITH, BC, V9G1M6, Canada",https://www.limberisseafood.com/set_english.php,Clam,Unknown,HACCP,Unknown,HIGH,LOW,HIGH,LOW,https://www.limberisseafood.com/set_english.php | https://www.tripadvisor.com/Attraction_Review-g182188-d8634016-Reviews-Limberis_Seafood_Processing_Ltd-Ladysmith_Cowichan_Valley_Regional_District_Vanco.html | https://www.mapquest.com/ca/british-columbia/limberis-seafood-processing-ltd-359645798 | https://www.limberisseafood.com/set_english.php/products | https://www.limberisseafood.com/set_english.php/product | https://www.limberisseafood.com/set_english.php/certifications | https://www.limberisseafood.com/set_english.php/certification,Verified from website text extraction,
Kildare Fisheries Ltd / Kildare Cold Storage (CFIA Ref #1E08),Kildare Fisheries Ltd / Kildare Cold Storage,"526 Main St, Alberton, PE, C0B1B0, Canada",https://kildarefisheries.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://kildarefisheries.com/ | https://kildarefisheries.com/contact-us/ | https://kildarefisheries.com/about/,Website found but pages not extractable / too thin,
GRAND RIVER FOODS LTD.(FORMALLY SUNWEST FOOD PROCESSORS LTD) (CFIA Ref #0623),GRAND RIVER FOODS LTD.(FORMALLY SUNWEST FOOD PROCESSORS LTD),"35 NORTHLAND ROAD, WATERLOO, ON, N2V1Y8, Canada",https://directory.investcambridge.ca/Home/View/grand-river-foods,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://sunwestfoods.com/ | https://www.gea.com/en/customer-cases/grand-river-foods/ | https://www.dnb.com/business-directory/company-profiles.grand_river_foods_ltd.333936713ddf48657387406d38216776.html | https://directory.investcambridge.ca/Home/View/grand-river-foods,Verified from website text extraction,
FEATURE FOODS INTERNATIONAL INC. (CFIA Ref #1647),FEATURE FOODS INTERNATIONAL INC.,"30 FINLEY ROAD, BRAMPTON, ON, L6T1A9, Canada",https://featurefoods.ca/,Herring,Unknown,HACCP; SQF,Unknown,HIGH,LOW,HIGH,LOW,https://featurefoods.ca/ | https://featurefoods.ca/pages/contact-us-feature-foods | https://featurefoods.ca/pages/our-products-feature-foods | https://featurefoods.ca | https://featurefoods.ca/products,Verified from website text extraction,
EVERGREEN INTERNATIONAL FOODSTUFFS LTD. (CFIA Ref #0774),EVERGREEN INTERNATIONAL FOODSTUFFS LTD.,"1944 FRANKLIN STREET, VANCOUVER, BC, V5L1R2, Canada",https://www.eastvillagevancouver.ca/business/evergreen-international-foodstuffs-ltd/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://evergreenseafoods.com/ | https://www.eastvillagevancouver.ca/business/evergreen-international-foodstuffs-ltd/ | https://www.mapquest.com/ca/british-columbia/evergreen-international-foods-281154503 | https://www.eastvillagevancouver.ca/business/evergreen-international-foodstuffs-ltd,Verified from website text extraction,
COLE-MUNRO FOODS GROUP INC. (CFIA Ref #1693),COLE-MUNRO FOODS GROUP INC.,"175 EDWARD STREET, ST. THOMAS, ON, N5P4A8, Canada",https://www.stthomaschamber.on.ca/list/member/cole-munro-foods-group-inc-78542,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://colemunro.com/ | https://colemunro.com/about/ | https://colemunro.com/certifications/ | https://www.stthomaschamber.on.ca/list/member/cole-munro-foods-group-inc-78542 | https://www.stthomaschamber.on.ca/list/member/cole-munro-foods-group-inc-78542/products | https://www.stthomaschamber.on.ca/list/member/cole-munro-foods-group-inc-78542/product | https://www.stthomaschamber.on.ca/list/member/cole-munro-foods-group-inc-78542/our-products | https://www.stthomaschamber.on.ca/list/member/cole-munro-foods-group-inc-78542/certifications | https://www.stthomaschamber.on.ca/list/member/cole-munro-foods-group-inc-78542/certification,Verified from website text extraction,
Champlain Seafood Cape Breton Inc./Pecheries Cheticamp Fisheries Intl. (CFIA Ref #3599),Champlain Seafood Cape Breton Inc./Pecheries Cheticamp Fisheries Intl.,"38 CH LA DIGUE RD, CHETICAMP, NS, B0E1H0, Canada",https://champlainseafood.com/our-companies/cheticamp-fisheries/,"Lobster, Crab",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://champlainseafood.com/our-companies/cheticamp-fisheries/ | https://champlainseafood.com/ | https://cheticampfisheries.com/ | https://champlainseafood.com/our-companies/cheticamp-fisheries,Verified from website text extraction,
CAPITAL SEAFOOD INTERNATIONAL INCORPORATED (CFIA Ref #1345),CAPITAL SEAFOOD INTERNATIONAL INCORPORATED,"100 GOVERNMENT WHARF ROAD, EASTERN PASSAGE, NS, B3G1M5, Canada",https://www.novascotiaseafoodalliance.ca/capital-seafoods,"Lobster, Groundfish (mixed)",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.novascotiaseafoodalliance.ca/capital-seafoods | https://seafoodfromcanada.ca/listing/capital-seafoods-international-inc/ | https://www.facebook.com/p/Capital-Seafood-International-100068316424554/,Verified from website text extraction,
CANADIAN SEAFOOD PROCESSING INC./CANADIAN SEAFOOD PROCESSING PLANT (CFIA Ref #6334),CANADIAN SEAFOOD PROCESSING INC./CANADIAN SEAFOOD PROCESSING PLANT,"100-3140 HARBOUR ROAD, PORT ALBERNI, BC, V9Y4B9, Canada",https://eatcanadianseafood.com/wp/,"Multi-species seafood (Salmon, Shrimp/Prawn, Oyster, Clam, Tuna, Halibut)",Unknown,HACCP,Unknown,MEDIUM,LOW,HIGH,LOW,https://eatcanadianseafood.com/wp/ | https://bcfooddirectory.gov.bc.ca/producer/eat-canadian-seafood/ | https://ca.linkedin.com/company/eatcanadianseafood | https://eatcanadianseafood.com/wp | https://eatcanadianseafood.com/wp/products | https://eatcanadianseafood.com/wp/product,Verified from website text extraction,
Canadian Seafood Processing Inc. (CFIA Ref #1D54),Canadian Seafood Processing Inc.,"5413A Argyle St, Port Alberni, BC, V9Y1T6, Canada",https://eatcanadianseafood.com/wp/,"Multi-species seafood (Salmon, Shrimp/Prawn, Oyster, Clam, Tuna, Halibut)",Unknown,HACCP,Unknown,MEDIUM,LOW,HIGH,LOW,https://eatcanadianseafood.com/wp/ | https://shop.eatcanadianseafood.com/ | https://eatcanadianseafood.com/wp/location/ | https://eatcanadianseafood.com/wp | https://eatcanadianseafood.com/wp/products | https://eatcanadianseafood.com/wp/product,Verified from website text extraction,
BEST HONOUR INTERNATIONAL SEAFOOD LTD. (CFIA Ref #0956),BEST HONOUR INTERNATIONAL SEAFOOD LTD.,"#126 - 11786 RIVER ROAD, RICHMOND, BC, V6X1Z7, Canada",https://www.bhseafood.ca/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.bhseafood.ca/ | https://www.bhseafood.ca/contact | https://www2.gov.bc.ca/gov/content/export-catalogue/bc-agrifood-seafood-export-catalogue/seafood-companies/best-honour-international-seafood,Website found but pages not extractable / too thin,
BARRY GROUP INC. - NU SEA PRODUCTS INC. (CFIA Ref #0183),BARRY GROUP INC. - NU SEA PRODUCTS INC.,"74-76 FISHER STREET, PORT AUX CHOIX, NL, A0K4C0, Canada",https://barrygroupinc.com/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Mussel, Halibut, Cod, Herring)",Unknown,Unknown,"YES (Fish oil, Fishmeal)",MEDIUM,LOW,LOW,HIGH,https://barrygroupinc.com/ | https://barrygroupinc.com/contact/ | https://seafoodfromcanada.ca/listing/barry-group-inc/ | https://barrygroupinc.com | https://barrygroupinc.com/products,Verified from website text extraction,
Zinetti Food Products Ltd. (CFIA Ref #304),Zinetti Food Products Ltd.,"17760 66 Ave, Surrey, BC, V3S7X1, Canada",http://zinettifoods.com/,Unknown,Unknown,HACCP; SQF,Unknown,LOW,LOW,HIGH,LOW,http://zinettifoods.com/ | https://zinettifoods.com/contact/ | http://zinettifoods.com/production/ | http://zinettifoods.com | http://zinettifoods.com/product,Verified from website text extraction,
YARMOUTH SEA PRODUCTS LIMITED/YARMOUTH SEA PRODUCTS 2 PETER DUGAS ROAD (CFIA Ref #3836),YARMOUTH SEA PRODUCTS LIMITED/YARMOUTH SEA PRODUCTS 2 PETER DUGAS ROAD,"2 PETER DUGAS ROAD, METEGHAN, NS, B0W2J0, Canada",https://seafoodfromcanada.ca/listing/yarmouth-sea-products-limited/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://www.mapquest.com/ca/nova-scotia/yarmouth-sea-products-ltd-359106136 | https://seafoodfromcanada.ca/listing/yarmouth-sea-products-limited/ | https://www.novascotiaseafoodalliance.ca/yarmouth-sea-products-ltd | https://seafoodfromcanada.ca/listing/yarmouth-sea-products-limited | https://seafoodfromcanada.ca/listing/yarmouth-sea-products-limited/product,Verified from website text extraction,
YARMOUTH SEA PRODUCTS LIMITED (CFIA Ref #1467),YARMOUTH SEA PRODUCTS LIMITED,"34 PETER DUGAS ROAD, METEGHAN, NS, B0W2J0, Canada",https://www.novascotiaseafoodalliance.ca/yarmouth-sea-products-ltd,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.novascotiaseafoodalliance.ca/yarmouth-sea-products-ltd | https://seafoodfromcanada.ca/listing/yarmouth-sea-products-limited/ | https://seafood.media/fis/companies/details.asp?l=e&filterby=products&=&country_id=it&page=1&company_id=125122,Verified from website text extraction,
YARMOUTH BAR FISHERIES LIMITED (CFIA Ref #1416),YARMOUTH BAR FISHERIES LIMITED,"598 HIGHWAY 304, OVERTON, NS, B5A5G6, Canada",https://yarmouthbarfisheries.ca/,"Multi-species seafood (Salmon, Lobster, Clam, Tuna, Halibut)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://yarmouthbarfisheries.ca/ | https://yarmouthbarfisheries.ca/contact/ | https://yarmouthbarfisheries.ca/our-story/history/ | https://yarmouthbarfisheries.ca,Verified from website text extraction,
YA YA FOODS CORP (CFIA Ref #6420),YA YA FOODS CORP,"450 KIPLING AVENUE, TORONTO, ON, M8Z5E1, Canada",https://www.yayafoods.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.yayafoods.com/ | https://www.yayafoods.com/contact | https://www.yayafoods.com/about-us | https://www.yayafoods.com,Verified from website text extraction,
WOLFHEAD SMOKERS LTD. (CFIA Ref #1376),WOLFHEAD SMOKERS LTD.,"420 ROUTE 172, LETANG, NB, E5C1W5, Canada",https://seafoodfromcanada.ca/listing/wolfhead-smokers-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://www.facebook.com/p/Wolfhead-Smokers-Ltd-100057055886640/ | https://seafoodfromcanada.ca/listing/wolfhead-smokers-ltd/ | https://nbdeliciouslycanadian.com/en/directory/wolfhead-smokers-ltd | https://seafoodfromcanada.ca/listing/wolfhead-smokers-ltd | https://seafoodfromcanada.ca/listing/wolfhead-smokers-ltd/product,Verified from website text extraction,
WM. R. MURPHY FISHERIES LIMITED (CFIA Ref #1216),WM. R. MURPHY FISHERIES LIMITED,"52 WHARF ROAD, LITTLE RIVER HARBOUR, NS, B0W1B0, Canada",https://www.novascotiaseafoodalliance.ca/wm-r-murphy-fisheries-ltd,"Lobster, Herring",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.novascotiaseafoodalliance.ca/wm-r-murphy-fisheries-ltd | https://seafoodfromcanada.ca/listing/wm-r-murphy-fisheries-ltd/ | https://www.facebook.com/1300281346652184,Verified from website text extraction,
WESTPINE FISHERIES LTD. (CFIA Ref #1980),WESTPINE FISHERIES LTD.,"8383 CROMPTON STREET, VANCOUVER, BC, V5X4J1, Canada",http://inspection.canada.ca/en/node/2,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,http://inspection.canada.ca/en/node/2 | https://www.territoryseafoods.com/ | https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Territory-Seafoods-Ltd/2574180.html,Verified from website text extraction,
WESTMORLAND FISHERIES LTD. (CFIA Ref #0402),WESTMORLAND FISHERIES LTD.,"64 GAUTREAU STREET, CAP-PELE, NB, E4N1V3, Canada",https://www.westmorlandfisheries.ca/,"Lobster, Crab",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.westmorlandfisheries.ca/ | https://westmorlandfisheries.ca/en/contact | https://westmorlandfisheries.ca/en/from-ocean-to-you/resources | https://www.westmorlandfisheries.ca | https://www.westmorlandfisheries.ca/products | https://www.westmorlandfisheries.ca/product | https://www.westmorlandfisheries.ca/our-products | https://www.westmorlandfisheries.ca/certifications | https://www.westmorlandfisheries.ca/certification,Verified from website text extraction,
WATERSIDE INTERNATIONAL HOLDINGS INC. (CFIA Ref #6357),WATERSIDE INTERNATIONAL HOLDINGS INC.,"7050 TELFORD WAY; UNIT 1-5, MISSISSAUGA, ON, L5S1V7, Canada",http://inspection.canada.ca/en/node/2,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,http://inspection.canada.ca/en/node/2 | https://www.dnb.com/business-directory/company-profiles.waterside_international_holdings_inc.a2e19f6c249209546971e7993cf0912c.html | https://inspection.canada.ca/en/about-cfia/contact-cfia/contact-cfia-online,Verified from website text extraction,
WALCAN SEAFOOD LTD. (CFIA Ref #1905),WALCAN SEAFOOD LTD.,"2025 HYACINTHE BAY ROAD, HERIOT BAY, BC, V0P1H0, Canada",https://www2.gov.bc.ca/gov/content/export-catalogue/bc-agrifood-seafood-export-catalogue/seafood-companies/walcan-seafood-ltd,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://walcan.com/ | http://www.walcan.com/news/ | https://www.facebook.com/walcanseafood/,Website found but pages not extractable / too thin,
