approval_no,plant_name,company,address,town_region,country,scope,expiry_date
741,CHERUKATTU INDUSTRIES (MARINE DIVISION),CHERUKATTU INDUSTRIES (MARINE DIVISION),"AP IV/470-B, AROOR-688534, ALAPPUZHA DIST., KERALA, INDIA",KERALA,India,"Freezing of Raw Fish and Fishery Products, Fishes (Histamine & Non-Histamine Forming), Shrimps (Sea Caught & Aquaculture) and Cephalopods.",19/03/2026
742,HIC-ABF Special Foods Pvt Ltd,HIC-ABF Special Foods Pvt Ltd,"Industrial Development Area Project Colony Road Aroor -688534 Alappuzha Dist.,Kerala",Industrial Development Area Project Colony Road Aroor -688534 Alappuzha Dist.,India,"Freezing of Raw Fish & Fishery products (Block/IF) (Individually Freezing of Cooked Shrimps), Accelerated Freeze-Drying of Shrimps, Canning/ Retort Pouch Fish & Fishery Products, Packing of Shrimps & Fish Pickles (Sea Caught Fish & Shrimps, Aquaculture Shrimps) Frozen ready to Fry Coated Fishery Products (Cutlets, Nuggets, Croquettes, Fish Kappa Balls, Patties), Frozen Ready to Fry Stuffed Fishery products (Samosa, Spring Rolls), Preparation and Packing of Air Dried Prawns and Fried Masala Prawns, Freezing of Raw Cephalopods (Block/IF); and Processing and Packing of Squid Pickles. Freezing of Raw Cephalopods (Block/IF); and
- Processing and Packing of Squid Pickles;",03/03/2026
751,Freeze Engineering Industries Private Ltd,Freeze Engineering Industries Private Ltd,"XVI/1109, Cochin Fisheries Harbour, Thoppumpady, Cochin â?? 682 005, Kerala State, India.",Kerala State,India,Packing of Fresh/Chilled Fish & Fishery Products & Freezing of Raw Fishery Products (Block/Blast/Individually Frozen) Shrimps (Both Sea Caught & Aquaculture) Cephalopods/Histamine & Non- Histamine forming Fishes & Crabs,13/09/2027
755,PREMIER MARINE ENTERPRISES,PREMIER MARINE ENTERPRISES,"EP IX/315, Eramalloor-688537, Alappuzha, Kerala, India",Kerala,India,"Freezing of Raw Fish & Fishery Products (Block/Blast/IF), -Fishes (Histamine & Non- Histamine forming),Shrimps (Aquaculture/Sea caught) & Cephalopods",30/03/2026
757,KARAVALI OCEAN PRODUCTS PVT. LTD.,KARAVALI OCEAN PRODUCTS PVT. LTD.,"Manur Fisheries Road, Manur Village, Kota Udupi District, Karnataka-576221",Kota Udupi District,India,"Packing of Fresh/ Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Block/IF) -Fishes (Histamine & Non- Histamine forming), Shrimps (Aquaculture/Sea Caught/Wild Caught) & Cephalopods",15/08/2027
759,PARAYIL FOOD PRODUCTS PVT LTD,PARAYIL FOOD PRODUCTS PVT LTD,"Building No.778,Development Area,Aroor-688534,Kerala",Aroor-688534,India,"PACKING OF FRESH CHILLED  FISH & FISHERY  PRODUCTS  AND FREEZING OF RAW/MARINATED FISH & FISHERY PRODUCTS; PREPARATION OF FISH/SHRIMP PICKLES;PREPARATION OF DRIED FISH/SHRIMPS; FROZEN SHRIMPS/FISH CURRY/BIRIYANI; DRY  SHRIMP/FISH CHUTNEY WITH OR WITHOUT CHILLY/ONION/COCONUT/TAMARIND ;FROZEN FRIED SHRIMP /FISH;  FROZEN FISH/SHRIMP  CUTLET ;FROZEN TAPIOCA WITH FISH CURRY(READY TO EAT);FROZEN SHRIMP COCKTAIL SAMOSA (READY TO FRY/READY TO EAT);FROZEN SHRIMP/FISH ROTTI WRAP(READY TO EAT);FROZEN  SHRIMP/FISH WRAP (READY TO EAT);FROZEN SHRIMP MOMOS Ã¢?? PREPARATION OF FROZEN FRIED FISH BALL,FROZEN FISH ROAST AND FROZEN CHILLY FISH.SHRIMPS BOTH AQUACULTURE AND SEA CAUGHT /WILD CAUGHT ,CEPHALOPDES, FISHES (HISTAMINEFORMING AND NON- HISTAMINE FORMINGFISHES)- SEA CAUGHT /WILD CAUGHT)",06/03/2028
766,PREMIER MARINE FOODSUNIT II,PREMIER MARINE FOODSUNIT II,"DOOR NO.314,315&316,Suvery No.74/3D,Ward IXChandiroor,Alappuzha688547",Ward IXChandiroor,India,"Packing of Fresh/chilled Fish & Freezing of Raw Fish &Fishery  Products -Fishes (Histamine forming & Non- Histamine forming), Shrimps (Sea caught & aquaculture) and Cephalopods.",10/05/2027
767,MOON FISHERY INDIA PVT LTD,MOON FISHERY INDIA PVT LTD,"Chemical Industrial Estate,Aroor-688534, Alappuzha Dist., Kerala",Alappuzha Dist.,India,"Packing of fresh/chilled fish & fishery products, Freezing of raw fish & Fishery products (Block & Blast-IF), Fishes( Histamine & Non-Histamine Forming) Shrimps (Sea-Caught) & Cephalopods",28/05/2027
768,TOLAR OCEAN PRODUCTS PVT. LTD.,TOLAR OCEAN PRODUCTS PVT. LTD.,"Manur Fisheries Road, Kota-576221 Udupi Taluk & District, Karnataka, India",Karnataka,India,"Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Block/IF) -Fishes (Histamine & Non- Histamine forming), Shrimps (Aquaculture/Sea caught/Wild caught) & Cephalopods",19/08/2027
770,H.T Foods Pvt Ltd,H.T Foods Pvt Ltd,"Plot No.17/SDF, Ground Floor, Unit 3&4 , CSEZ, Kakkanad, Kochi-682037",Kakkanad,India,"Processing of Raw/ Flash Fried Coated (Battered, Breaded) Frozen Fish and Fishery Products with Ingredients (IQF) - Shrimps (Sea Caught/ Wild Caught/ Aquaculture)/ Fishes (Histamine and Non-Histamine Forming), Cephalopods, Lobsters and Crabs.",30/01/2028
771,ROYAL OCEANS,ROYAL OCEANS,"AP XII/528, OLD NH, CHANDIROOR P O,ALAPPUZHA DISTRICT-688547KERALA, INDIA",ALAPPUZHA DISTRICT-688547KERALA,India,"Packing of Fresh/Chilled  Fish & Fishery Products, Freezing of Cooked Shrimp (IQF),  Freezing of Raw /Blanched Fish & Fishery Products(Block, IF & IQF) Shrimps(Sea Caught/Aquaculture) Fishes( Histamine & Non â??Histamine Forming) and Cephalopods",30/12/2027
773,Bangera Overseas Private Limited,Bangera Overseas Private Limited,"Koravadi cross-Kumbhashi Village, Kundapur,Taluk-576257,Udupi District, Karnataka,India",Karnataka,India,"Packing of fresh/chilled F&FP 
Freezing of raw F&FP (Block / IF)
Fishes(Histamine & non-histamine forming), Shrimps(sea-caught & aquaculture) & cephalopods",30/03/2028
777,Insaf Traders And Exports,Insaf Traders And Exports,"4/15, Pulimut Road,Near H.E.D.Office,Beypore P.O.Calicut,Kerala-673015",Beypore P.O.Calicut,India,"Packing of Fresh/Chilled Fish & Fishery Products,Fishes (Histamine and Non-Histamine Forming), Shrimps(Sea caught only)  & Cephalopods",18/01/2029
778,INDIAN MARINE INDUSTRIES,INDIAN MARINE INDUSTRIES,"20/550B, NAMBIAPURAM ROAD PALLURUTHY,KOCHI 682006,KERALA",KOCHI 682006,India,"PACKING OF FRESH/CHILLED FISH&FISHERY PRODUCTS&FREEZING OF RAW FISH&FISHERYPRODUCTS, FISHES(HISTAMINE&NONHISTAMINE FORMING),SHRIMPS(SEA CAUGHTONLY)&CEPHALOPODS",18/03/2026
779,Everest Seafoods Pvt Ltd,Everest Seafoods Pvt Ltd,"Plot No-414 & 413 Part(S.No. 16 Portion) Industrial Area, Baikampady, Mangalore-575011, Karnataka, India",Karnataka,India,"Packing of Fresh/Chilled F&FP,
Freezing of raw F&FP (Block & IF) 
Fishes (Histamine & Non Histamine forming),  Cephalopods and Shrimps (Sea caught & Aquaculture)",08/10/2027
781,SAFERA FOOD INTERNATIONAL,SAFERA FOOD INTERNATIONAL,"IX/477, Kannamaly P.O.,Kochi-682008, Kerala",Kochi-682008,India,"Freezing of Raw/Blanched/Cooked Fish & Fishery products (Block/IF/IQF) Shrimps (Both Seacaught & Aquaculture), Cephalopods, Histamine & Non-Histamine Forming Fishes",07/07/2027
783,San Marine Exports,San Marine Exports,"Govt Boat Yard Road, Sakthikulangara P.O., Kollam-691581, Kerala.",Kollam-691581,India,"Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Individually Frozen & Block Frozen), Fishes (Histamine & Non-Histamine Forming), Shrimps (Sea Caught/Wild Caught & Aquaculture) & Cephalopods",07/01/2028
786,Ocean Wealth Exports,Ocean Wealth Exports,"EP 9/92,93,Kakkathuruthu Road,Eramalloor P.O,Alappuzha- 688537,India",Alappuzha- 688537,India,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw /Blanched Fish & Fishery Products (Block&Blast IF/IQF)- Fishes (Histamine & Non Histamine forming) Shrimps ( Seacaught / Aquaculture) and Cephalopods",21/07/2027
797,Goan Fresh Marine Exports Pvt Ltd,Goan Fresh Marine Exports Pvt Ltd,"Manoor,Padukere-Kota,Udupi District- 576221,Karnataka",Udupi District- 576221,India,"Freezing of Raw Fish & Fishery Products, (Fishes Histamine & Non-Histamine forming Fishes, Cephalopods, & Shrimps- ( Aquaculture & Sea Caught/Wild Caught)",23/06/2028
799,Avla Nettos Exports,Avla Nettos Exports,"Sakthikulangara, Kollam District, Pin-691581, Kerala",Pin-691581,India,"Packing of Fresh Fish & Fishery Products, Freezing of Raw Fish & Fishery Products - Fishes (Histamines & Non histamine forming), Crustaceans ( Sea caught Shrimps & Aquaculture), Cephalopods, Bivalves Molluscs  & Gastropods",19/11/2027
806,SRIKANTH INTERNATIONAL PRIVATE  LIMITED,SRIKANTH INTERNATIONAL PRIVATE  LIMITED,"D.NO: 3-143, Someswaram Village, Alapadu Post, Kaikaluru Mandal, Krishna District, Andhra Pradesh-521340, India",Andhra Pradesh-521340,India,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (IQF/Block) & Freezing of Blanched Fish & Fishery Products (IQF) -Shrimps (Aquaculture)",22/07/2027
808,BRITTO SEAFOODS EXPORTS PRIVATE LIMITED,BRITTO SEAFOODS EXPORTS PRIVATE LIMITED,"C-1, Part, SIPCOT Industrial Complex, Madathoor Post,Tuticorin -628008,           Tamil Nadu.",Tuticorin -628008,India,Packing of Ready to Eat Fishery Products in Hermetically Sealed Pouches/Cans and Processing of Canned Pasteurised Chilled Crab Meats.,15/06/2027
809,Avanti Frozen Foods Private Limited,Avanti Frozen Foods Private Limited,"Gopalapuram-533274, Ravulapalem Mandal,East Godavari District,Andhra Pradesh",East Godavari District,India,Freezing of Raw fish and Fishery products(IQF/Block),20/05/2027
810,DEVI SEAFOODS LIMITED,DEVI SEAFOODS LIMITED,"3-79/2, MOOLAGUNTAPADU, G.T.ROAD,
SINGARAYAKONDA-523 101,
PRAKASAM DISTRICT, ANDHRA PRADESH",PRAKASAM DISTRICT,India,"Freezing of Raw Fish & Fishery Products (IQF & Block Frozen), Freezing of Cooked & Blanched Fish & Fishery Products (IQF only)(Aquaculture and sea caught shrimps)",30/03/2028
812,PHILLIPS FOODS INDIA PVT LTD,PHILLIPS FOODS INDIA PVT LTD,"C-75/76,Sipcot Industrial Complex,Madathoor P.O.,Tuticorin-628 008 Tamil Nadu",Madathoor P.O.,India,"Processing & Packing of Blanched, Pasteurized, Frozen crab products & Freezing of Raw Fish & Fishery Products",31/05/2027
816,NILA SEA FOODS EXPORTS,NILA SEA FOODS EXPORTS,"646,NAINANKULAM, PANNAVAYAL, PATTUKOTTAI, THANJAVUR, TN- 614 602.",THANJAVUR,India,PACKING OF FRESH/CHILLED FISH & FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IF/IQF),22/04/2026
820,MARIA AQUACON PVT. LTD.,MARIA AQUACON PVT. LTD.,"#1 Maria Tower, Main Road, Kootapuli-627127, Tamil Nadu",Kootapuli-627127,India,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw  Fish & Fishery Products (Sea Caught/ Wild Caught/Aquaculture (Fishes/ Shrimps)/Cephalopods, Processing of Surmi (Fish Paste) Packing of Fresh/Chilled & Freezing of Depurated Univalves & Bivalves  (Molluscs/Gastropods)  for export to Non-EU countries only.",07/01/2028
823,STAR AGRO MARINE EXPORTS PVT.LTD.,STAR AGRO MARINE EXPORTS PVT.LTD.,"S.NO. 760-1 & 761 , Devispet, Indukurpet Mandal,Nellore  - 524314  Andhra Pradesh",Indukurpet Mandal,India,"Freezing of Raw Fish & Fishery Products (IQF & Block), Freezing of Blanched & Cooked Fish &Fishery products(IQF) (Aquaculture & Sea Caught Shrimps)",01/04/2028
826,BABY MARINE (EASTERN) EXPORTS,BABY MARINE (EASTERN) EXPORTS,"FISH MEAL PLANT ROAD, MANDAPAM, 
RAMANATHAPURAM DISTRICT - 623518, TAMIL NADU",RAMANATHAPURAM DISTRICT - 623518,India,Freezing of Raw Fish & Fishery Products (Individually Frozen and Block),02/11/2027
827,GLADSON EXPORTERS,GLADSON EXPORTERS,"5/99 James Nagar, Muttom-629202, Kanyakumari District, Tamil Nadu",Kanyakumari District,India,"Packing of Fresh/Chilled Fish & Fishery Products - Fishes (Histamine & Non- Histamine forming), Crustaceans - Shrimps (Sea caught), Crabs (Sea caught) & Cephalopods",01/08/2027
833,NINANS PRIVATE  LIMITED,NINANS PRIVATE  LIMITED,"C-76B, SIPCOT Industrial Complex,Madathur, Tuticorin-628008,Tamil Nadu",Tuticorin-628008,India,Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw  Fish & Fishery Products,05/03/2028
834,JUDE FOODS INDIA PRIVATE LIMITED,JUDE FOODS INDIA PRIVATE LIMITED,"230/1, NORTH THAMARAIKULAM, AGASTHEESWARAM , KANYAKUMARI DISTRICT , TAMIL NADU-629704.",KANYAKUMARI DISTRICT,India,Packing of Fresh/Chilled Fish & Fishery products and Freezing of Raw Fish & Fishery products,14/02/2026
839,KADER EXPORTS PRIVATE LIMITED UNIT 05,KADER EXPORTS PRIVATE LIMITED UNIT 05,"TNFDC FREEZING COMPLEX, MANDAPAM - 623518, RAMNAD DISTRICT, TAMIL NADU",RAMNAD DISTRICT,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (IF & BLOCK),13/10/2027
840,ST.PETER & PAUL SEAFOOD EXPORTS PVT.LTD,ST.PETER & PAUL SEAFOOD EXPORTS PVT.LTD,"ALLED CENTRE, NO.90, KANIGAIPAIR VILLAGE, UTHUKOTTAI TALUK, THIRUVALLUR DISTRICT, TAMIL NADU-601102",THIRUVALLUR DISTRICT,India,PACKING OF FRESH/CHILLED FISHERY PRODUCTS AND FREEZING OF RAW FISH & FISHERY PRODUCTS,04/06/2027
842,SANDHYA MARINES LIMITED UNIT-II,SANDHYA MARINES LIMITED UNIT-II,"Door No. 4-300, Poolapalli Village, Palakole Mandal, West Godavari District - 534261, Andhra Pradesh, India",Andhra Pradesh,India,Freezing of Raw Fish & Fishery Products (IQF),19/06/2027
844,"BRITTO SEAFOODS EXPORTS PRIVATE LIMITED, UNIT-II","BRITTO SEAFOODS EXPORTS PRIVATE LIMITED, UNIT-II","C-1, Part Sipcot Industrial Complex, Madathur Post,Tuticorin District,Tamil Nadu-628008.",Tuticorin District,India,"Packing of Fresh/Chillled Fish & Fishery Products(Sea Caught/Wild Caught/ Aquaculture),Freezing of Raw/Blanched/Cooked Fish & Fishery Products(Crustaceans, Cephalopods,Fishes & Molluscs (Univalves & Bivalves)",21/07/2028
854,KINGS INTERNATIONAL LIMITED,KINGS INTERNATIONAL LIMITED,"Unit No. B7, B8 (A) & B10, Tuticorin Co - Operative Industrial Estate Ltd., Korampallam, Tuticorin - 628101, Tamilnadu",Tuticorin - 628101,India,Packing of Fresh/Chilled Fish & Fishery Products & Freezing of Raw Fish & Fishery Products (Block & IF),31/07/2027
857,DEVI FISHERIES LIMITED,DEVI FISHERIES LIMITED,"3-510,SARPAVARAM, KAKINADA-533005,Andhra Pradesh,India.",Andhra Pradesh,India,Freezing of Raw Fish &Fishery Products (Block/IQF/Semi IQF)Sea Caught and Aquaculture Shrimps only,16/02/2026
862,VV MARINE PRODUCTS,VV MARINE PRODUCTS,"1/69,Agaram Village, Palayakayal Post, Srivaikundam Taluk, Tuticorin District-628152,Tamilnadu",Tuticorin District-628152,India,"Freezing of Raw Fish & Fishery Products, Processing of Breaded & Battered Fish & Fishery Products(Aquaculture, Wild Caught/ Sea caught) (IQF & Block)",25/05/2027
865,LUKE EXPORT,LUKE EXPORT,"Padanthalumoodu, Kanyakumari District, Tamilnadu-629194",Kanyakumari District,India,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (Block/IQF/IF) -Fishes (Histamine & Non- Histamine forming), Shrimps (Aquaculture/Sea caught/Wild caught), Crabs (Sea caught), Molluscs & Cephalopods",09/09/2027
869,Sprint Exports Pvt Ltd,Sprint Exports Pvt Ltd,"Vellanki village Boddapalem post Anandpuram mandal, Visakhapatnam -531163",Vellanki village Boddapalem post Anandpuram mandal,India,Freezing of Raw Fish &Fishery Products (IQF/Block) and freezing of cooked & raw marinated fish & fishery product (IQF)shrimps only (sea caught & aqua culture).,29/11/2027
871,AQUA WORLD EXPORTS (PVT.) LTD.,AQUA WORLD EXPORTS (PVT.) LTD.,"Meenanchel, Padanthalumoodu, Kaliakkavilai, Kanyakumari District, Tamil Nadu-629153.",Kanyakumari District,India,Packing of Fresh/ Chilled Fish and Fishery Products and Packing of Fresh/ Chilled Depurated Univalve and Bivalves (Mollusca & Gastropods) for Non EU Countries only,10/01/2028
872,ANANDA ENTERPRISES (INDIA) PVT .LTD,ANANDA ENTERPRISES (INDIA) PVT .LTD,"R.S.NO: 167,168/1,34/2,D.no:1-31,PALAKODERU VILLAGE MANDALAM,WEST GODVARI DISTRICT ,ANDHRA PRADESH,INDIA-534210",ANDHRA PRADESH,India,PACKING OF FRESH/CHILLED FISH&FISHERY PRODUCTS AND FREEZING  OF RAW &COOKED FISH &FISHERY PRODUCTS (IQF& BLOCK),09/01/2028
876,AQUA WORLD EXPORTS PVT. LTD.,AQUA WORLD EXPORTS PVT. LTD.,"No.6, East Kalmandapam Road, Royapuram, Chennai - 600 013",Royapuram,India,Packing of Fresh/Chilled Fish & Fishery Products,11/03/2028
878,UNILOIDS BIOSCIENCES PRIVATE LIMITED,UNILOIDS BIOSCIENCES PRIVATE LIMITED,"D.NO-5-138,SEESALI VILLAGE,KALLA MANDAL BHIMAVARAM,WEST GODAVARI DISTRICT,ANDHRA PRADESH-534237",WEST GODAVARI DISTRICT,India,Freezing of Raw  and Blanched (IQF&BLOCK) Fish & fishery Products,31/03/2028
882,Nekkanti Sea foods Limited,Nekkanti Sea foods Limited,"Marikavalasa, Paradesipalem Village, Visakhapatnam-531163, Andhra Pradesh",Visakhapatnam-531163,India,Freezing of Raw Fish & Fishery Products            (block/IQF) & Freezing of Blanched cooked Fish & fishery products(IQF) (Sea Caught and Aquaculture Shrimps) & Freezing of Raw  battered and breaded aquaculture shrimps (IQF),29/05/2028
897,Kader Exports Private Limited Unit-02,Kader Exports Private Limited Unit-02,"4-139,Pedamiram,Bhimavaram-534204 West Godavari District,Andhra Pradesh",Bhimavaram-534204 West Godavari District,India,Freezing of Raw Fish & Fishery Products (IQF/Block) Aquaculture Shrimps,03/04/2028
911,GHAN MARINE PRODUCTS,GHAN MARINE PRODUCTS,"Bakurupalem Village, Survey No. 35/17, 35/19, 35/20, 35/21, 35/22, Gidijala Post, Anandapuram Mandal, Visakhapatnam - 531117",Anandapuram Mandal,India,"Packing of Fresh / Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Block, Blast - IF & IQF)",18/06/2027
913,COASTAL CORPORATION LIMITED UNIT-II,COASTAL CORPORATION LIMITED UNIT-II,"Survey no 87, P.Dharmavaram Village, S.Rayavaram Mandal, Visakhapatnam -531055, Andhra Pradesh",Visakhapatnam -531055,India,"Freezing of Raw, Blanched and Cooked Fish & Fishery Products (Aquaculture and seacaught Shrimps IQF/ IF / BLOCK)",10/07/2027
914,KAUSHALYA AQUA MARINE PRODUCT EXPORTS PVT. LTD,KAUSHALYA AQUA MARINE PRODUCT EXPORTS PVT. LTD,"No. 4/209, M.G.R Road, Palavakkam, Chennai-600041,Tamil Nadu",Chennai-600041,India,"Packing of Fresh/ Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products -Fishes (Histamine & Non- Histamine forming), Crustaceans -Shrimps (Aquaculture/Sea Caught/Wild Caught), Crabs (Sea caught) & Cephalopods",29/07/2027
915,K.V. MARINE EXPORTS,K.V. MARINE EXPORTS,"1/30, Bajanai Koil Street, Padur Village, Kelambakkam, Kancheepuram District-603103, Tamil Nadu.",Kancheepuram District-603103,India,Packing of Fresh/ Chilled Fish and Fishery Products and Freezing of Raw Fish and Fishery Products (Block/IQF),27/05/2027
916,DEVI SEA FOODS LIMITED,DEVI SEA FOODS LIMITED,"No.10-16-52, NH-16 (Old NH-5), Peravali Road,Tanuku - 534211, West Godavari District, Andhra Pradesh, India",Andhra Pradesh,India,Freezing of Raw Fish & Fishery Products (Block/IQF) and Freezing of Cooked Fish & Fishery Products (IQF) - Shrimps (Aquaculture),07/07/2027
920,Asvini Fisheries Private Limited,Asvini Fisheries Private Limited,"R.S.NO.626/1,Dirusumarru Road,P.B.No.52,Bhimavaram,West Godavari District-534239,Andhra Pradesh",West Godavari District-534239,India,Freezing of Raw/Blanched and Cooked Fish&Fishery Products(IQF/Block) Aquaculture Shrimps,04/02/2028
922,PHILLIPS FOODS INDIA PVT LTD,PHILLIPS FOODS INDIA PVT LTD,"C-75/76,Sipcot Industrial Complex,Madathoor P.O.,Tuticorin-628 008,Tamil Nadu",Tuticorin-628 008,India,Packing of Chilled Pasteurized Crab meat in Hermetically Sealed cans,28/02/2028
927,ANJANEYA SEAFOODS,ANJANEYA SEAFOODS,"6-122 A, North Rajupalem Village, Kodavaluru Mandal, Nellore District -524366, Andhra Pradesh",Nellore District -524366,India,"Freezing of Raw Fish & Fishery Products (Block, Individually Frozen, IQF) (Aquaculture and Sea caught)",03/03/2026
928,"JAYALAKSHMI SEAFOODS PVT. LTD., UNIT-II","JAYALAKSHMI SEAFOODS PVT. LTD., UNIT-II","R. S.No.267/2 & 275/2, Seesali Village, Kalla Mandal, Bhimavaram-534237, West Godavari District, Andhra Pradesh",West Godavari District,India,Freezing of Raw Fish and Fishery Products(IQF)- Shrimps(Aquaculture),04/06/2027
929,ANANDA FOODS,ANANDA FOODS,"R.S. No. 59 / 1 & 2 D. NO. 2-239/1-5, Ramayanapuram Village, Bhimavaram Mandal, West Godavri District, Andhra Pradesh, India - 543 239",Andhra Pradesh,India,Freezing of Raw & Blanched Fish & Fishery Products (IQF & Block),03/08/2027
934,WELLCOME FISHERIES LIMITED,WELLCOME FISHERIES LIMITED,"Old No.1/409(New No:4-46),Vandram Village, Undi Mandal,Bhimavaram-534 199",Undi Mandal,India,Freezing of Raw & Cooked (IQF & Block) Fish & Fishery products,08/04/2028
938,HYSON EXPORTS PRIVATE LIMITED,HYSON EXPORTS PRIVATE LIMITED,"Plot No. 6 & 7,APIIC Industrial Park,Kadalur Village,Sullurpet-524121,SPSR Nellore District,Andhra Pradesh",SPSR Nellore District,India,No Changes in the scope,10/11/2027
939,NILA SEA FOODS PVT LTD,NILA SEA FOODS PVT LTD,"137, PUDURPANDIAPURAM, TUTICORIN -628 002.",PUDURPANDIAPURAM,India,FREEZING (IQF/ BLOCK) OF RAW/BLANCHED/COOKED FISH & FISHERY PRODUCTS (SEA CAUGHT & AQUACULTURE),09/03/2026
940,COASTAL CORPORATION LIMITED,COASTAL CORPORATION LIMITED,"Marikavalasa Village, Paradesipalem Panchayat, Chinagadili Mandal, Visakhapatnam-531163, Andhra Pradesh.",Visakhapatnam-531163,India,"Packing of Fresh/Chilled Fish & Fishery Products; Freezing of Raw, Skewered, Nobashi, Blanched, and Cooked Aquaculture and Sea-Caught Shrimps (IQF & Block)",17/06/2028
941,THEVA & CO,THEVA & CO,"5/55,                    SENTHILAMPANNAI, PUDUKOTTAI,                       TUTICORIN-628103",PUDUKOTTAI,India,PACKING OF FRESH /CHILLED FISH & FREEZING OF RAW FISH & FISHERY PRODUCTS.,23/06/2027
946,SANDHYA MARINES LIMITED,SANDHYA MARINES LIMITED,"Door No. 4-295, Poolapalli Village, Palakole Mandal, West Godavari District - 534261, Andhra Pradesh, India",Andhra Pradesh,India,"Freezing of Raw Fish and Fishery Products (Block & IQF), Freezing of Cooked Fish & Fishery Products - IQF",28/08/2027
950,HANDY WATERBASE INDIA (P) LTD,HANDY WATERBASE INDIA (P) LTD,"Plot No.C-3 SIPCOT INDUSTRIAL COMPLEX,MADATHUR,TUTICORIN -628008",MADATHUR,India,Processing and packing of pasteurized chilled crabmeat in Hermatically sealed cans,27/02/2028
955,KADER EXPORTS PRIVATE LIMITED,KADER EXPORTS PRIVATE LIMITED,"D. No. 1-3/1 to 6, Gollalakoderu, Palakoderu (M), Bhimavaram, West Godavari District, Andhra Pradesh- 534202",West Godavari District,India,Freezing of Raw Fish & Fishery Products (Block/IQF) and Freezing of Blanched/Cooked Fish and Fishery Products (IQF)- Shrimps (Aquaculture),01/07/2027
959,EDHAYAM FROZEN FOODS PVT.LTD.,EDHAYAM FROZEN FOODS PVT.LTD.,"4/91-A&B, MARAVANMADAM VILLAGE, PUDUKOTTAI, TUTICORIN 628103, TAMILNADU.",TUTICORIN 628103,India,"Packing of Fresh/ Chilled Fishery Products and Freezing of Raw Fish & Fishery Products (Block/ Individually Frozen/ IQF)- Fishes (Histamine & Non-Histamine forming), Crustaceans- Shrimps (Aquaculture/ Sea caught/ wild caught), Crabs (Aquaculture/ Sea caught), Lobsters (Sea caught) & Cephalopods",19/06/2027
975,KADER EXPORTS PRIVATE LIMITED UNIT 04,KADER EXPORTS PRIVATE LIMITED UNIT 04,"2/91, PATTINAMARUTHUR VILLAGE, THARUVAIKULAM POST, TUTICORIN - 628105, TAMIL NADU.",TUTICORIN - 628105,India,"Old Scope:
Packing of Fresh/ Chilled Fish & Fishery Products and Freezing of Raw/ Cooked Frozen Fish & Fishery Products(IQF/ Block/ Blast)
New Scope Recommended:
Freezing and Packing of Raw/ Cooked Frozen Fish & Fishery Products(IQF/ Block/ Blast)
(New Scope Recommended as per the processor request letter dated 22.04.2025 to revise the scope) Letter attached as Annexure A.",26/06/2028
976,"KADER EXPORTS PRIVATE LIMITED, Unit 03","KADER EXPORTS PRIVATE LIMITED, Unit 03","""A"" Block I.D.A, Autonagar, Visakhapatnam, Andhra Pradesh-530012, India",Andhra Pradesh-530012,India,Packing of Raw Fish & Fishery Products (Block) - Shrimps (Aquaculture/Sea caught),02/08/2027
990,DEVI FISHERIES LIMITED,DEVI FISHERIES LIMITED,"2-159, APSP Camp, Panasapadu, Kakinada-533005, Andhra Pradesh",Kakinada-533005,India,"Freezing of Raw /Blanched Shrimps - IQF/Block.
Freezing of Cooked Shrimps - IQF
Shrimps (Sea caught & Aquaculture)",07/03/2027
CHE/FFP/02728,"Sandhya Aqua Exports Pvt. Ltd., Unit-II","Sandhya Aqua Exports Pvt. Ltd., Unit-II","NH-65, Kurumaddali Village, Pamarru Post & Mandal Krishna District, Andhra Pradesh - 521157",Pamarru Post & Mandal Krishna District,India,"Freezing of Raw Fish & Fishery Products (IQF & Block), Freezing of Cooked Fish & Fishery Products (IQF)",30/11/2027
CHE/FFP/02741,GODAVARI MEGA AQUA  FOOD PARK  PRIVATE LIMITED,GODAVARI MEGA AQUA  FOOD PARK  PRIVATE LIMITED,"R.S. No. 799,Tundurru Village,
Bhimavaram Mandal,West Godavari District,Andhra Pradesh,India,PIN-534207.",India,India,"RAW, COOKED, MARINATED AND BREADED FROZEN FISH & FISHERY PRODUCTS AND PACKING OF FRESH/CHILLED FISH & FISHERY PRODUCTS",21/12/2027
