approval_no,name,company_name,country,region,city,address,town_region,latitude,longitude,geocode_confidence,geocode_formatted,primary_species,scope,expiry_date,status,verified,verification_level,admin_notes
2604,JOECONS MARINE EXPORTS PRIVATE LIMITED (EIC #2604),JOECONS MARINE EXPORTS PRIVATE LIMITED,India,Goa,South,"Plot No. L-4 & M-23, Cuncolim Industrial Estate, Cuncolim, Salcete, South-Goa-403703, India",South-Goa-403703,22.0,79.0,1,India,Cephalopods|Shrimp,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (Block/IF-Blast/IQF), Freezing of Blanched and Cooked Fish and Fishery Products(IQF) -Fishes (Histamine & Non- Histamine forming), Shrimps (Aquaculture/Sea caught) & Cephalopods",20/06/2027,approved,true,documentation_verified,"EIC FFP approved unit #2604. Scope: Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (Block/IF-Blast/IQF), Freezing of Blanched and Cooked Fish a.... Expiry: 20/06/2027."
2605,ATHOS COLLAGEN PRIVATE LIMITED (EIC #2605),ATHOS COLLAGEN PRIVATE LIMITED,India,Gujarat,Gujarat,"Plot No. B-19, Gujarat Agro Infrastructure Mega Food Park, Village-Shah & Vasravi, Taluk Mangrol, District Surat, Gujarat-394410, India",Gujarat-394410,23.0373068,72.5447481,9,"Gujarat University, Gujarat University Internal Road, Gulbai tekra, - 380009, Gujarat, India",Fish,Processing and Packing of Fish Collagen and Fish Gelatin -Fishes (Histamine & Non- Histamine forming),24/08/2027,approved,true,documentation_verified,EIC FFP approved unit #2605. Scope: Processing and Packing of Fish Collagen and Fish Gelatin -Fishes (Histamine & Non- Histamine forming). Expiry: 24/08/2027.
2606,AKE DRY SEA FOOD (EIC #2606),AKE DRY SEA FOOD,India,Gujarat,GUJARAT,"PLOT NO. 115/2,116/1, GIDC ESTATE, VANANA, PORBANDAR, GUJARAT-360575,INDIA",GUJARAT-360575,21.64219,69.60929,6,"Porbandar, India",Fish,"Processing and Packing of Salted & Dried Fish & fishery products, Dried Fish & fishery products and Dried Fish Maws",29/08/2027,approved,true,documentation_verified,"EIC FFP approved unit #2606. Scope: Processing and Packing of Salted & Dried Fish & fishery products, Dried Fish & fishery products and Dried Fish Maws. Expiry: 29/08/2027."
2607,Sun International (EIC #2607),Sun International,India,Gujarat,Veraval,"Plot No. 1403, GIDC Estate, Veraval-362269, Gujarat, India",Gujarat,22.3901,71.6068,7,"362269, Gujarat, India",Fish,Processing and Packing of Frozen (Block/IQF) Raw/ Blanched Fish and Fishery Products (Including Aquaculture),16/11/2027,approved,true,documentation_verified,EIC FFP approved unit #2607. Scope: Processing and Packing of Frozen (Block/IQF) Raw/ Blanched Fish and Fishery Products (Including Aquaculture). Expiry: 16/11/2027.
2608,J M Sea Foods (EIC #2608),J M Sea Foods,India,Gujarat,Veraval,"Plot No.315 & 316, GIDC Estate, Veraval-362269, Gujarat, India",Gujarat,22.3901,71.6068,7,"362269, Gujarat, India",Fish,Processing and Packing of Frozen (Block/IQF/IF-Blast) Raw/ Blanched Fish and Fishery Products (Including Aquaculture),20/11/2027,approved,true,documentation_verified,EIC FFP approved unit #2608. Scope: Processing and Packing of Frozen (Block/IQF/IF-Blast) Raw/ Blanched Fish and Fishery Products (Including Aquaculture). Expiry: 20/11/2027.
2612,Salet Seafoods Private Limited -Unit I (EIC #2612),Salet Seafoods Private Limited -Unit I,India,Gujarat,Porbandar,"Plot No 46 to 67, GIDC Industrial Estate, Vanana, Porbandar -360550, Gujarat, India",Gujarat,21.6873,69.7448,7,"360550, Gujarat, India",Fish,"Processing and Packing of Salted and Dried Fish and Fishery Products, Dried Fish and Fishery products and Dried Maws",15/05/2028,approved,true,documentation_verified,"EIC FFP approved unit #2612. Scope: Processing and Packing of Salted and Dried Fish and Fishery Products, Dried Fish and Fishery products and Dried Maws. Expiry: 15/05/2028."
2617,JRK Marine Exports (EIC #2617),JRK Marine Exports,India,Gujarat,Mangrol,"Sy No. 1071/2, Maktupur Road, Mangrol Bandar, Mangrol 362225, District Junagadh, Gujarat, India",Gujarat,21.12268,70.11484,7,"Māngrol, Jūnāgadh, India",Fish,Processing and Freezing of Raw/Blanched Fish & Fishery Products(Block Frozen/IF/IQF),25/05/2026,approved,true,documentation_verified,EIC FFP approved unit #2617. Scope: Processing and Freezing of Raw/Blanched Fish & Fishery Products(Block Frozen/IF/IQF). Expiry: 25/05/2026.
2620,AQUA FOODS EXIM (EIC #2620),AQUA FOODS EXIM,India,Maharashtra,KHED TALUKA,"PLOT No.: B-4, ADDITIONAL LOTE MIDC, ASGANI VILLAGE, KHED TALUKA, RATNAGIRI DIST. MAHARASHTRA-415708",KHED TALUKA,17.71888,73.39693,7,"Khed, Ratnagiri District, India",,"a. Fresh / Chilled F&FP
b. Raw Frozen F&FP( IQF / Block Frozen / IF )",26/03/2026,approved,true,documentation_verified,"EIC FFP approved unit #2620. Scope: a. Fresh / Chilled F&FP
b. Raw Frozen F&FP( IQF / Block Frozen / IF ). Expiry: 26/03/2026."
2621,Vasai Star Foods (EIC #2621),Vasai Star Foods,India,Maharashtra,India,"S/N 18, Poman Village, Vasai Bhiwandi Road, Palghar, Maharashtra, India-401208",Maharashtra,19.3547,72.9094,7,"401208, Mahārāshtra, India",Fish,Packing of Fresh/chilled Fish and fishery products and Raw Frozen (IQF/ Block Frozen/IF) Fish and fishery products,13/03/2026,approved,true,documentation_verified,EIC FFP approved unit #2621. Scope: Packing of Fresh/chilled Fish and fishery products and Raw Frozen (IQF/ Block Frozen/IF) Fish and fishery products. Expiry: 13/03/2026.
2623,Elaf Cold Storage Plant -1 (EIC #2623),Elaf Cold Storage Plant -1,India,Maharashtra,Dist.Raigad,"Plot No. M-63 and M-64, MIDC Taloja,Tal. Panvel, Dist.Raigad, Maharashtra 410208",Dist.Raigad,23.71979,75.38514,9,"Tāl, Ratlām, India",Fish,Packing of Fresh / Chilled Fish & Fishery Products and Frozen (Block / IF-Blast) Raw Fish & Fishery Products (Including Aquaculture),04/04/2026,approved,true,documentation_verified,EIC FFP approved unit #2623. Scope: Packing of Fresh / Chilled Fish & Fishery Products and Frozen (Block / IF-Blast) Raw Fish & Fishery Products (Including Aquaculture). Expiry: 04/04/2026.
2624,Elaf Cold Storage Plant - 2 (EIC #2624),Elaf Cold Storage Plant - 2,India,Maharashtra,Dist.Raigad,"Plot No. M-63 and M-64, MIDC Taloja,Tal. Panvel, Dist.Raigad, Maharashtra 410208",Dist.Raigad,23.71979,75.38514,9,"Tāl, Ratlām, India",Fish,Packing of Fresh / Chilled Fish & Fishery Products and Frozen (Block / IF-Blast / IQF) Raw / Blanched / Cooked Fish & Fishery Products (Including Aquaculture),04/04/2026,approved,true,documentation_verified,EIC FFP approved unit #2624. Scope: Packing of Fresh / Chilled Fish & Fishery Products and Frozen (Block / IF-Blast / IQF) Raw / Blanched / Cooked Fish & Fishery Products (Including Aqua.... Expiry: 04/04/2026.
2625,AMAR FOOD PRODUCTS (EIC #2625),AMAR FOOD PRODUCTS,India,Gujarat,Dist.-Porbandar,"Survey No.67, Near Vanana, Tall Plaza Highway, Tal-Ranavav, Digvijaygadh, Dist.-Porbandar, Gujarat-360560.",Dist.-Porbandar,21.64219,69.60929,6,"Porbandar, India",Crab|Surimi,"A)     Processing of Cooked & Frozen Surimi Based Products (Surimi Analogue Products )  (Imitation Crab sticks, Imitation Crab chunks, Imitation Crab flakes, Imitation Crab bites, Imitation Crab shreds)

B)     Processing of Frozen Surimi Based Products (Surimi Analogue Products )  (Imitation Breaded Crab Claws, Imitation Breaded Nuggets)",19/10/2026,approved,true,documentation_verified,"EIC FFP approved unit #2625. Scope: A)     Processing of Cooked & Frozen Surimi Based Products (Surimi Analogue Products )  (Imitation Crab sticks, Imitation Crab chunks, Imitation Crab .... Expiry: 19/10/2026."
2626,Nishiindo Foods Private Limited (EIC #2626),Nishiindo Foods Private Limited,India,Gujarat,Veraval,"U1/5-6 GIDC AREA, B/H SONERI MARINE, Somnath Road, Veraval - 362269, GUJARAT, INDIA",GUJARAT,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Surimi,Manufacturing And Export of Frozen surimi (FISH PASTE) from Non Histamine and Histamine forming fishes,19/10/2026,approved,true,documentation_verified,EIC FFP approved unit #2626. Scope: Manufacturing And Export of Frozen surimi (FISH PASTE) from Non Histamine and Histamine forming fishes. Expiry: 19/10/2026.
2627,OM DARSHAN MARKETING PRIVATE LIMITED (EIC #2627),OM DARSHAN MARKETING PRIVATE LIMITED,India,Maharashtra,Wagle Industrial Estate,"Plot.No.232 A, Road No. 21Y, Wagle Industrial Estate, Thane West 400604 Maharashtra",Wagle Industrial Estate,19.2034721,72.9566767,9,"Wagle Industrial Estate, Thane, Thane Taluka, India",Fish,Fresh / Chilled Fish & Fishery Products,02/11/2026,approved,true,documentation_verified,EIC FFP approved unit #2627. Scope: Fresh / Chilled Fish & Fishery Products. Expiry: 02/11/2026.
2628,OCEAN IMPEX (EIC #2628),OCEAN IMPEX,India,Tamil Nadu,Bypass Area,"Plot No. 50, Satnam Industrial Area, Nr. Avani Ice Factory, Bypass Area, Veraval 362 265.",Bypass Area,11.0,78.33333,1,"Tamil Nādu, India",Fish,Fresh / Chilled F&FP and Dried Fish maws,19/10/2026,approved,true,documentation_verified,EIC FFP approved unit #2628. Scope: Fresh / Chilled F&FP and Dried Fish maws. Expiry: 19/10/2026.
2629,SEAMA FREEZING AND COLD STORAGE (EIC #2629),SEAMA FREEZING AND COLD STORAGE,India,Andhra Pradesh,MAHARASTRA,"SURVEY NO. 45/3, RAJWADI, NEAR TIWARE PHATA, RAJAPUR,RATNAGIRI, - 416707, MAHARASTRA, INDIA",MAHARASTRA,16.65679,73.51701,9,"Rājāpur, Ratnagiri District, India",Shrimp,Processing and Packing of Frozen (IF-Blast/IQF)Raw  Fish and Fishery Products (excluding Aquaculture)for export to all countries excluding Customs Union and Uncooked Prawns to Australia .,19/10/2026,approved,true,documentation_verified,EIC FFP approved unit #2629. Scope: Processing and Packing of Frozen (IF-Blast/IQF)Raw  Fish and Fishery Products (excluding Aquaculture)for export to all countries excluding Customs Uni.... Expiry: 19/10/2026.
2630,SABIR SEA FOODS (EIC #2630),SABIR SEA FOODS,India,Gujarat,GIDC ESTATE,"PLOT NO.1401-02, GIDC ESTATE , VERAVAL",GIDC ESTATE,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Fish,"Packing of Fresh/Chill Fish & Fishery Products, Freezing of Raw Fish & Fishery Products ( Blast Frozen /IF)",02/11/2026,approved,true,documentation_verified,"EIC FFP approved unit #2630. Scope: Packing of Fresh/Chill Fish & Fishery Products, Freezing of Raw Fish & Fishery Products ( Blast Frozen /IF). Expiry: 02/11/2026."
2631,OCEAN AQUATIC PRODUCTS (EIC #2631),OCEAN AQUATIC PRODUCTS,India,Goa,UDHYOGNAGAR,"1104,G.I.D.C.,PLOT, UDHYOGNAGAR , VERAVAL-362269",UDHYOGNAGAR,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Fish,Processing & Packing of Frozen (IF-Blast Frozen ) Raw Fish & Fishery Products (Excluding Aquaculture,31/12/2026,approved,true,documentation_verified,EIC FFP approved unit #2631. Scope: Processing & Packing of Frozen (IF-Blast Frozen ) Raw Fish & Fishery Products (Excluding Aquaculture. Expiry: 31/12/2026.
2632,SHREE NIDDHI EXPORTS (EIC #2632),SHREE NIDDHI EXPORTS,India,Gujarat,KUCHHADI,"R. S. NO. 1498, JAVAR ROAD, KUCHHADI, PORBANDAR - 360575 GUJARAT (INDIA)",KUCHHADI,21.6422,69.6093,7,"360575, Gujarat, India",Fish,Frozen (Block/IF-Blast) Raw Fish and Fishery Products,01/09/2027,approved,true,documentation_verified,EIC FFP approved unit #2632. Scope: Frozen (Block/IF-Blast) Raw Fish and Fishery Products. Expiry: 01/09/2027.
2633,Harbour Arabian Exports (EIC #2633),Harbour Arabian Exports,India,Maharashtra,Maharashtra,"Survey No. 281, Hissa No. 3B, At-Nate, Taluka-Rajapur, Dist-Ratnagiri, Nate, Ratnagiri, Maharashtra,415806",Maharashtra,17.0,73.5,1,"Ratnagiri District, India",,RAW FROZEN F&FP ( IF/ Blast Frozen),01/09/2027,approved,true,documentation_verified,EIC FFP approved unit #2633. Scope: RAW FROZEN F&FP ( IF/ Blast Frozen). Expiry: 01/09/2027.
2634,NISHIINDO FOODS PRIVATE LIMITED (EIC #2634),NISHIINDO FOODS PRIVATE LIMITED,India,Gujarat,Gadu,"SURVEY NO. 132 PAIKY, KATHIYAWAD INDUSTRIES LTD, Gadu- 362250, Taluka :Maliya Hatina, Dist: Junagadh, Gujarat, India",Gujarat,21.053513,70.2898917,7,"Junagadh, Gadu - 362255, Gujarat, India",Fish,Processing & Exports of  Dried Fish Chips & Dried And Fried Fish Crackers products,12/11/2027,approved,true,documentation_verified,EIC FFP approved unit #2634. Scope: Processing & Exports of  Dried Fish Chips & Dried And Fried Fish Crackers products. Expiry: 12/11/2027.
2635 (proposed),SUMRA EXPORT (EIC #2635 (proposed)),SUMRA EXPORT,India,Gujarat,PORBANDAR,"PLOT NO : 161 - 162, VANANA G I D C ESTATE, VANANA, TAL. RANAVAV, PORBANDAR - 360550, GUJARAT, INDIA",GUJARAT,21.6873,69.7448,7,"360550, Gujarat, India",Cephalopods|Crab|Lobster|Shrimp,"Frozen (Block/IF-Blast) Raw Fish and Fishery Products- Fishes (Wild Caught & Sea Caught) (Histamine forming & Non Histamine forming), Shrimps, Crab (Wild Caught & Sea Caught), Lobsters & Cephalopods",04/10/2027,approved,true,documentation_verified,"EIC FFP approved unit #2635 (proposed). Scope: Frozen (Block/IF-Blast) Raw Fish and Fishery Products- Fishes (Wild Caught & Sea Caught) (Histamine forming & Non Histamine forming), Shrimps, Crab (W.... Expiry: 04/10/2027."
2636,QUALITY MARINE EXPORTS (EIC #2636),QUALITY MARINE EXPORTS,India,Gujarat,PLOT NO 1406,"PLOT NO 1406 , G I D C
ESTATE
VERAVAL 362269
GUJARAT",PLOT NO 1406,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Fish,Frozen (IF-Blast) Raw Fish and Fishery Products (Excluding Aquaculture),20/03/2028,approved,true,documentation_verified,EIC FFP approved unit #2636. Scope: Frozen (IF-Blast) Raw Fish and Fishery Products (Excluding Aquaculture). Expiry: 20/03/2028.
264,AmarSagar Seafood Pvt. Ltd. (EIC #264),AmarSagar Seafood Pvt. Ltd.,India,Gujarat,Porbandar,"Survey No.29, Jawar Naka, Porbandar-360575, Gujarat, India.",Gujarat,21.6422,69.6093,7,"360575, Gujarat, India",Fish,Freezing of Raw Fish Fish & Fishery Products - (Block/IF-Blast/IQF); Freezing Of Blanched/ Cooked Fish &,01/09/2027,approved,true,documentation_verified,EIC FFP approved unit #264. Scope: Freezing of Raw Fish Fish & Fishery Products - (Block/IF-Blast/IQF); Freezing Of Blanched/ Cooked Fish &. Expiry: 01/09/2027.
270,Chand International. (EIC #270),Chand International.,India,Maharashtra,Pin,"Plot No.310,Opp Royal Garden Resort,Sasunavghar,Mumbai-Ahmedabad Highway,Tal-Vasai,Dist-Palghar,Pin-401208,Maharashtra,India.",Maharashtra,19.5,76.0,1,"Mahārāshtra, India",Fish,Packing of Fresh/Chilled Raw Fish & Fishery Products(Excluding Aquaculture),01/03/2026,approved,true,documentation_verified,EIC FFP approved unit #270. Scope: Packing of Fresh/Chilled Raw Fish & Fishery Products(Excluding Aquaculture). Expiry: 01/03/2026.
276,NAIK FROZEN FOODS PVT. LTD. (EIC #276),NAIK FROZEN FOODS PVT. LTD.,India,Maharashtra,District Raigad,"Plot No. M- 9/10, MIDC Industrial Area, Taloja, District Raigad - 410208, Maharashtra, India",Maharashtra,18.24229,73.43521,9,"Raigad District, Mahārāshtra, India",Cephalopods|Crab|Lobster|Shrimp,"Packing of Fresh/ Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (Block/IF-Blast/IQF) and Freezing of Blanched/Cooked Fish & Fishery Products (IQF) -Fishes (Histamine & Non- Histamine forming), Crustaceans- Shrimps (Aquaculture/Sea caught/Wild caught), Lobsters, Crabs (Sea caught) & Cephalopods",12/08/2027,approved,true,documentation_verified,"EIC FFP approved unit #276. Scope: Packing of Fresh/ Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (Block/IF-Blast/IQF) and Freezing of Blanched/Cooked Fish &.... Expiry: 12/08/2027."
278,Seasaga Enterprises Private Limited (EIC #278),Seasaga Enterprises Private Limited,India,Maharashtra,NAVI MUMBAI,"PLOT NO. R-25 & R-26, TTC INDUSTRIAL AREA, RABALE , NAVI MUMBAI - 400701, MAHARASHTRA, INDIA",MAHARASHTRA,19.1167,72.9833,7,"400701, Mahārāshtra, India",Fish,"PACKING OF FRESH / CHILLED FISH & FISHERY PRODUCTS, FREEZING OF RAW / BLANCHED / COOKED FISH & FISHERY PRODUCTS",20/10/2027,approved,true,documentation_verified,"EIC FFP approved unit #278. Scope: PACKING OF FRESH / CHILLED FISH & FISHERY PRODUCTS, FREEZING OF RAW / BLANCHED / COOKED FISH & FISHERY PRODUCTS. Expiry: 20/10/2027."
281,Gopal Sea Foods (EIC #281),Gopal Sea Foods,India,Gujarat,Veraval,"Plot No. 2-4, G.I.D.C., Veraval- 362269, Gujarat",Veraval- 362269,22.3901,71.6068,7,"362269, Gujarat, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST FREEZING-IF),05/11/2027,approved,true,documentation_verified,EIC FFP approved unit #281. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST FREEZING-IF). Expiry: 05/11/2027.
282,Amrut Cold Storage Pvt. Ltd. (EIC #282),Amrut Cold Storage Pvt. Ltd.,India,Gujarat,Veraval,"Plot No. 1111/12, G.I.D.C. Estate, Veraval - 362269, Gujarat, India",Gujarat,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Fish,FREEZING OF RAW/ BLANCHED/ COOKED FISH & FISHERY PRODUCTS (INCLUDING AQUACULTURE),12/02/2028,approved,true,documentation_verified,EIC FFP approved unit #282. Scope: FREEZING OF RAW/ BLANCHED/ COOKED FISH & FISHERY PRODUCTS (INCLUDING AQUACULTURE). Expiry: 12/02/2028.
283,Anjani Marine Traders (EIC #283),Anjani Marine Traders,India,Gujarat,Gujarat,"G.I.D.C. Estate Plot No.402/414. Veraval - 362269, Gujarat, India",Gujarat,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK-IF) (EXCLUDING AQUACULTURE),25/11/2027,approved,true,documentation_verified,EIC FFP approved unit #283. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK-IF) (EXCLUDING AQUACULTURE). Expiry: 25/11/2027.
284,Satyam Marine Exports (EIC #284),Satyam Marine Exports,India,Kerala,Bhidiya,"14, Lati Plot,Near Makli Godown, Bhidiya, Veraval - 362269",Bhidiya,10.41667,76.5,1,"Kerala, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST/-IF),25/11/2027,approved,true,documentation_verified,EIC FFP approved unit #284. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST/-IF). Expiry: 25/11/2027.
287,Shivganga Marine Products (EIC #287),Shivganga Marine Products,India,Gujarat,Veraval,"Plot No.1315, G.I.D.C.Estate, Veraval - 362269, Gujarat â?? India,",Veraval - 362269,22.0,79.0,1,India,Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/BLAST-IF) (EXCLUDING AQUACULTURE),16/11/2027,approved,true,documentation_verified,EIC FFP approved unit #287. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/BLAST-IF) (EXCLUDING AQUACULTURE). Expiry: 16/11/2027.
288,Goan Bounty (EIC #288),Goan Bounty,India,Goa,Goa,"Plot No. 51-B, Dulapi- Corlim, Tiswadi, North Goa, Goa 403110, India",Goa 403110,15.4841,73.922,7,"403110, Goa, India",Fish,Freezing of Raw Fish & Fishery Products (Block/IF-Blast) (Excluding Aquaculture),16/11/2027,approved,true,documentation_verified,EIC FFP approved unit #288. Scope: Freezing of Raw Fish & Fishery Products (Block/IF-Blast) (Excluding Aquaculture). Expiry: 16/11/2027.
291,Keshodwala Foods. (EIC #291),Keshodwala Foods.,India,Gujarat,G.I.D.C Estate Veraval,"Plot No. 305, G.I.D.C Estate Veraval - 362269, Gujarat India",G.I.D.C Estate Veraval - 362269,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (IF-BLAST) (EXCLUDING AQUACULTURE),18/12/2027,approved,true,documentation_verified,EIC FFP approved unit #291. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (IF-BLAST) (EXCLUDING AQUACULTURE). Expiry: 18/12/2027.
292,Aftab Exports. (EIC #292),Aftab Exports.,India,Gujarat,G.I.D.C.Estate Plot No.1004 Veraval â??,"G.I.D.C.Estate Plot No.1004 Veraval â?? 362269. Gujarat , India",G.I.D.C.Estate Plot No.1004 Veraval â?? 362269. Gujarat,22.3901,71.6068,7,"362269, Gujarat, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (IF-BLAST) (EXCLUDING AQUACULTURE),13/01/2028,approved,true,documentation_verified,EIC FFP approved unit #292. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (IF-BLAST) (EXCLUDING AQUACULTURE). Expiry: 13/01/2028.
298,Honest Frozen Foods Co. (EIC #298),Honest Frozen Foods Co.,India,Gujarat,Veraval,"Plot no.1405, G.I.D.C. Estate, Veraval-362269,Gujarat- India.",Veraval-362269,22.3901,71.6068,7,"362269, Gujarat, India",Fish,"FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK,IF-BLAST) (EXCLUDING AQUACULTURE)",17/09/2027,approved,true,documentation_verified,"EIC FFP approved unit #298. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK,IF-BLAST) (EXCLUDING AQUACULTURE). Expiry: 17/09/2027."
299,New Royal Frozen Foods (EIC #299),New Royal Frozen Foods,India,Gujarat,,"Plot No.304 G.I.D.C. Estate Veraval 362269 Gujarat-India,",,22.3901,71.6068,7,"362269, Gujarat, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (IF-BLAST) (EXCLUDING AQUACULTURE),25/10/2027,approved,true,documentation_verified,EIC FFP approved unit #299. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (IF-BLAST) (EXCLUDING AQUACULTURE). Expiry: 25/10/2027.
332,FALCON MARINE EXPORTS LTD. (EIC #332),FALCON MARINE EXPORTS LTD.,India,Odisha,BHUBANESWAR,"PLOT NO.138,SECTOR-A,ZONE-B,MANCHESWAR INDUSTRIAL ESTATE,BHUBANESWAR-751010,ODISHA",BHUBANESWAR-751010,20.27241,85.83385,5,"Bhubaneswar, Khordha, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK FROZEN),19/06/2027,approved,true,documentation_verified,EIC FFP approved unit #332. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK FROZEN). Expiry: 19/06/2027.
343,BIJAYA MARINE PRODUCTS (EIC #343),BIJAYA MARINE PRODUCTS,India,Odisha,752002,"ATHARANALA,PATNA,GOPINATHPUR,PURI,752002,ODISHA",752002,19.9,85.6,1,"Puri, India",Cephalopods,"Freezing of raw Fish and Fishery Products (Block/Blast IF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid) (Crustaceans, Cephalopods,Fish)",17/02/2026,approved,true,documentation_verified,"EIC FFP approved unit #343. Scope: Freezing of raw Fish and Fishery Products (Block/Blast IF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid) (Crustaceans, Cephalopods,Fish). Expiry: 17/02/2026."
364,MMC EXPORTS LIMITED (EIC #364),MMC EXPORTS LIMITED,India,West Bengal,Salt Lake  Sector V,"Choto Paresh Baro Paresh Mahishbathan, Salt Lake  Sector V- 700091, West Bengal, INDIA",West Bengal,22.5809761,88.4458578,9,"Coal India, Thakdari Road, Sector V, Bidhannagar - 700163, West Bengal, India",Fish,Freezing of raw fish & fishery products (Block Frozen & IQF),07/08/2027,approved,true,documentation_verified,EIC FFP approved unit #364. Scope: Freezing of raw fish & fishery products (Block Frozen & IQF). Expiry: 07/08/2027.
370,RAM’S ASSORTED COLD STORAGE LTD. (EIC #370),RAM’S ASSORTED COLD STORAGE LTD.,India,Odisha,CUTTACK â??,"ARAKHAKUDA, AT/PO â?? TELENGAPENTHA, CUTTACK â?? 753051, ODISHA",CUTTACK â?? 753051,20.5,84.41667,1,"Odisha, India",Fish,Freezing of raw Fish and Fishery Products (Block & IQF)-Crustaceans,18/05/2027,approved,true,documentation_verified,EIC FFP approved unit #370. Scope: Freezing of raw Fish and Fishery Products (Block & IQF)-Crustaceans. Expiry: 18/05/2027.
392,Calcutta Seafoods Private Limited (EIC #392),Calcutta Seafoods Private Limited,India,West Bengal,West Bengal,"174, Hemanta Basu Sarani, Basunagar, Madyamgram, Kolkata â?? 700129, West Bengal, India",West Bengal,24.0,88.0,1,"West Bengal, India",Fish,Freezing of Raw Fish & Fishery Products (IF & Block),13/09/2027,approved,true,documentation_verified,EIC FFP approved unit #392. Scope: Freezing of Raw Fish & Fishery Products (IF & Block). Expiry: 13/09/2027.
395,Laxminarayan Exports (EIC #395),Laxminarayan Exports,India,Odisha,Jagatsinghpur,"34 & 35, Industrial Estate, Paradeepgarh, Paradeep, Jagatsinghpur-754141, Odisha",Jagatsinghpur-754141,20.7669,85.9103,7,"754141, Odisha, India",Cephalopods,"Packing  of Fresh/Chilled fish & fishery products, Freezing of Raw Fish & Fishery products.(Block &IF) Crustaceans, Cephalopods, Scrombroid & Non-scrombroid fin fish.",22/02/2028,approved,true,documentation_verified,"EIC FFP approved unit #395. Scope: Packing  of Fresh/Chilled fish & fishery products, Freezing of Raw Fish & Fishery products.(Block &IF) Crustaceans, Cephalopods, Scrombroid & Non-scro.... Expiry: 22/02/2028."
396,SK EXPORTS PRIVATE LIMITED (EIC #396),SK EXPORTS PRIVATE LIMITED,India,Odisha,751024,"21, CHANDAKA INDUSTRIAL COMPLEX, PATIA, KIIT CAMPUS, BHUBANESWAR, 751024, ODISHA",751024,23.1122,82.2365,7,"751024, Odisha, India",Cephalopods,"Freezing of raw Fish and Fishery Products (Block/IF/IQF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fin Fishes",13/09/2027,approved,true,documentation_verified,"EIC FFP approved unit #396. Scope: Freezing of raw Fish and Fishery Products (Block/IF/IQF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fin Fishes. Expiry: 13/09/2027."
422,Utkal Exports (EIC #422),Utkal Exports,India,Odisha,Bhubaneswar,"S3-94 Sector-A,Zone-B, Mancheswar Industrial Estate, Bhubaneswar, Odisha",Bhubaneswar,20.27241,85.83385,5,"Bhubaneswar, Khordha, India",Cephalopods,"Freezing of raw Fish and Fishery Products (Block/IF) Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fishes",30/06/2027,approved,true,documentation_verified,"EIC FFP approved unit #422. Scope: Freezing of raw Fish and Fishery Products (Block/IF) Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fishes. Expiry: 30/06/2027."
